DOW Number,Name,Area (ha),LakeMaxDepth (m),MeanDepth (m),GeometryRatio,Cisco
38044500,NINE A.M.,6.4,4.2,,3.73,No
38044600,Sapphire,12.6,1.3,,13.74,No
38044700,Lunch,7.3,2.7,,5.99,No
38044800,HELEN,23,2.7,,7.99,No
38044900,Tornado,10.1,2.1,,8.36,No
38045200,North Wilder,40,7.6,,3.3,No
38045300,South Wilder,24.8,10.9,,2.03,No
38045500,Pose,30.7,3.6,,6.43,No
38045900,Diana,17.9,3.9,,5.19,No
38047200,BECOOSIN,21,5.1,,4.13,No
38047300,BENEZIE,23.8,8.2,,2.68,No
38047700,Cache,17,4.5,,4.44,Yes
38048800,DISAPPOINTMENT,351,16.4,,2.62,Yes
38049000,TRADER,21.8,3,,7.09,No
38049100,VERA,99.1,16.7,,1.88,Yes
38049200,NEGLIGE,11.3,17.6,,1.03,No
38049500,Trident,36.4,4.2,,5.75,No
38049800,ENSIGN,570,9.1,,5.34,Yes
38050200,ASHIGAN,76.5,17.9,,1.64,Yes
38050300,BOOT,84.6,25.2,,1.19,Yes
38050400,GRUB,17.4,9.4,,2.16,No
38050500,HAVEN,6,2.1,,7.35,No
38050600,SWING,4,3.9,,3.58,No
38050700,ABINODJI,13.3,10,,1.9,No
38050800,GIBSON,13.7,7.3,,2.63,Yes
38050900,JITTERBUG,10.1,1.5,,11.7,No
38051000,CATTYMAN,6.8,2.7,,5.9,No
38051100,JORDAN,55,20.1,,1.35,Yes
38051200,ADVENTURE,18.2,3,,6.77,No
38051600,AHSUB,23.4,23.7,,0.92,No
38052000,Frog,16.8,11.5,,1.75,No
38052400,PORTAGE,27.9,13.7,,1.67,Yes
38052600,PARENT,131.9,15.2,,2.22,Yes
38052800,FOUR,265.1,7.6,,5.29,Yes
38052900,SNOWBANK,1729.9,45.7,,1.41,Yes
38053000,SUCKER,154.6,9.4,,3.73,Yes
38053100,SPLASH,39.2,5.4,,4.56,Yes
38053200,BIRCH,287.8,10.3,,3.97,Yes
38053800,KATHERINE,26.4,1.8,,12.39,No
38053900,CLOQUET,73.9,2.1,,13.74,No
38054000,SINK,6.3,6.7,3.047851265,2.37,No
38054100,KARI,6,0.9,,17.16,No
38054200,LILLIAN,12.9,1.2,,15.56,No
38054900,INGA,16.5,1.8,,11.03,No
38055000,SURPRISE,16.1,3,,6.58,No
38055100,BEETLE,10.6,7.9,1.920146297,2.27,No
38055200,DRAGON,29.1,4.5,,5.08,No
38055300,HIDE,8.9,2.7,,6.29,No
38055400,GANDER,45.3,2.1,,12.16,No
38055600,CAT,15.7,6.4,,3.11,No
38055700,GROUSE,45.3,3.3,,7.74,No
38055900,KITIGAN,27.9,2.4,,9.42,No
38056100,MITAWAN,74.8,7.3,,4.02,No
38056400,Planted,12.9,1.5,,12.44,No
38056700,RAT,2.8,1.8,,7.12,No
38056800,FLAT HORN,22.6,3.9,,5.5,No
38056900,HOGSTRUM,2.8,5.4,,2.36,No
38057000,STEAMHAUL,8.5,5.1,2.133495885,3.29,No
38057200,FISHFRY,4.6,1.2,,12.02,No
38057300,GEGOKA,64.3,3,,9.29,No
38057800,SPHAGNUM,4.8,1.8,,8.11,No
38059600,QUADGA,89.8,9.1,3.047851265,3.36,No
38060000,THREE,356.6,11.2,,3.85,Yes
38060100,JUDD,10.5,6.7,,2.68,No
38060200,DISCOVERY,12.1,6.7,,2.78,No
38060500,ONE,354.6,17.3,,2.49,Yes
38060800,TWO,194.7,10.6,,3.5,Yes
38061500,JUDD,10.5,6.7,,2.68,No
38061600,MANOMIN,163.1,5.4,,6.51,No
38061900,NEWFOUND,244.5,13.7,,2.88,Yes
38062000,FOUND,23.4,11.5,,1.9,No
38062400,SKULL,11.3,11.5,,1.58,No
38062600,,,,,,No
38063000,FLASH,29.3,7.3,,3.18,No
38063100,,,,,,No
38063200,UNNAMED,5.2,4.2,,3.54,No
38063300,SECRET,3.2,4.8,,2.75,No
38063400,ENNIS,8.5,12.8,,1.33,No
38063500,GRASS,9.7,2.7,,6.43,No
38063700,BALD EAGLE,501.2,10.9,,4.31,Yes
38063800,CLEARWATER,259.5,14,,2.86,No
38064000,OJIBWAY,150.2,35,,0.99,Yes
38064100,JASPER,61.9,7.6,,3.68,No
38064200,WIND,408.5,9.7,,4.6,No
38064300,WITNESS,16.5,5.7,,3.48,No
38064400,MOOSE,490.2,19.8,,2.37,Yes
38064500,BASSWOOD,9199.1,33.8,,2.89,Yes
38064800,LANGLEY,5.6,1.2,,12.65,No
38064900,LEGLER,21,0.9,,23.42,No
38065000,Marble,64.3,6,,4.64,No
38065100,KANE,44.5,5.1,,4.98,No
38065600,GREENWOOD,526.3,2.1,,22.45,No
38065700,UNNAMED,5.6,7.9,,1.94,No
38065800,"MCDOUGAL, MID",41.7,2.1,,11.91,No
38065900,"MCDOUGAL, SOUTH",110.5,2.1,,15.19,No
38066000,STONY,91.9,1.2,,25.39,No
38066200,Unnamed,3.4,7.6,3.474550442,1.78,No
38066400,DUNNIGAN,34.8,4.2,,5.69,No
38066500,GYPSY,6.6,5.4,,2.92,No
38066600,SLATE,119,2.1,,15.48,No
38066800,SWALLOW,59.9,11.5,,2.4,No
38066900,CHIPMUNK,10.9,1.2,,14.91,No
38067000,PIKE,30.7,2.4,,9.65,No
38067100,TWO DEER,17.4,2.1,,9.57,No
38067300,HIGHLIFE,8,7,2.438281012,2.4,No
38067400,"CHUB, EAST",25.9,2.7,,8.22,No
38067500,"CHUB, WEST",46.1,3.6,,7.12,No
38067700,EIKELA,3.5,10,2.133495885,1.36,No
38068000,East Moccasin,5.7,1.5,,10.14,No
38068100,WADOP,14.5,2.7,,7.12,No
38068500,Wampus,53.4,1.8,0.914355379,14.78,No
38068600,"MCDOUGAL, NORTH",110.5,3.9,,8.18,No
38068700,SHAMROCK,22.2,3.9,2.438281012,5.48,No
38068800,NORWAY,5.8,5.7,1.95062481,2.68,No
38069000,TONIC,8.9,5.1,,3.33,No
38069100,AUGUST,92.3,5.7,,5.35,No
38069200,HEART,16.5,1.8,,11.03,No
38069600,TONY,4.8,2.4,,6.08,No
38069900,BOGBERRY,27.9,2.1,,10.77,No
38070100,GABBRO,362.7,15.2,,2.86,Yes
38070200,,,,,,No
38070300,"GABBRO, LITTLE",62.3,7.9,,3.54,Yes
38070400,TURTLE,136.4,3,,11.21,No
38070500,NICKEL,9.7,3,,5.79,No
38070900,MADDEN,14.2,7.3,,2.65,No
38071100,,,,,,No
38071200,GLACIER POND 1,7,8.2,,1.97,No
38071202,GLACIER POND 2,2.3,9.7,,1.26,No
38071400,SECTION 12,17.4,15.8,,1.28,Yes
38071500,TRIANGLE,125.1,13.1,4.419384334,2.55,Yes
38071600,,,,,,No
38071800,GREENSTONE,139.6,21.9,,1.56,Yes
38071900,URANUS,8.5,6.4,,2.66,No
38072000,CONCHU,21.4,20.4,,1.05,No
38072101,UNNAMED,1.4,7.3,,1.51,No
38072200,CLEAR,95.5,5.1,,6.03,No
38072400,TOFTE,62.7,22.2,,1.26,Yes
38072500,INDIANA,61.9,7.9,,3.54,No
38072600,GOOD,71.6,15.5,,1.87,Yes
38072700,ELLA HALL,150.6,8.5,,4.1,No
38072800,,,,,,No
38072900,WOOD,260.3,6.4,,6.27,No
38073500,SAND,192.7,3.3,,11.11,No
38073600,HARRIS,49.7,4.5,1.828710759,5.81,No
38073700,BEAVER HUT,22.6,3.6,3.352636391,5.96,No
38074000,KEMPTON,26.7,1.5,,14.91,No
38074100,PICKEREL,74.4,3.9,,7.41,No
38074200,MUD,72.4,4.8,,5.98,No
38074400,STEWART,100.4,7.3,,4.32,No
38075000,CHRISTIANSON,63.9,2.4,,11.59,No
38075100,THOMAS,59.9,6,3.352636391,4.56,No
38075300,Highland,44.1,2.1,,12.08,No
38075400,Murphy,40.4,3.6,,6.89,No
38075500,SULLIVAN,21.3,2.1,,10.07,No
38076700,Cougar,27.5,1,,21.47,No
38076900,Unnamed,3.9,4.2,1.828710759,3.29,No
38077000,CHOW,17.4,3.3,,6.09,No
38077100,FRAN,8,5.7,,2.91,No
38077300,DENLEY,17,6.4,,3.17,No
38077600,SUE,6,3,,5.15,No
38077800,"FARM, SOUTH",250.2,9.1,,4.34,Yes
38077900,FARM,537.6,17,,2.82,Yes
38078000,BROWNS,82.9,5.7,,5.21,No
38078100,STUB,36.4,6,,4.03,Yes
38078200,GARDEN,271.2,16.7,,2.42,Yes
38078400,NEWTON,202.4,14.3,,2.63,Yes
38078500,TIN CAN MIKE,59.5,8.8,,3.14,No
38078600,SANDPIT,24.6,16.1,,1.38,No
38078700,,,,,,No
38078800,MUSKEG,53.4,2.1,,12.67,No
38078900,CAMP,34,9.4,,2.55,No
38079200,HORSE,275.7,7.6,,5.34,Yes
38081000,CEDAR,187.8,13.7,,2.69,Yes
38081100,FALL,879.7,9.7,,5.58,Yes
38081200,RANGE,33.1,5.7,,4.14,No
38081300,FOURTOWN,770,7.6,,6.91,Yes
38081500,BULLET,20.2,3,,6.95,No
38081600,MOOSE CAMP,76.9,4.8,,6.07,Yes
38081700,CROOKED,3214.9,50.2,11.27704968,1.49,Yes
38083300,Unnamed,3,2.5,,5.09,No
38085300,DAN,3.4,7.9,,1.71,No
38090900,JOUPPI,2.8,5.7,3.657421518,2.24,No
38092000,STEER,2,7.3,,1.63,No
38092100,DIME,1.2,5.4,,1.91,No
38092200,ALSETH,2.4,2.4,,5.12,No
38092300,DRAKE,0.8,9.7,,0.97,No
39000200,LAKE OF THE WOODS,128340,10.9,,22.69,Yes
40000100,HORSESHOE,159.1,7.9,,4.48,No
40000200,"SAKATAH, UPPER",356.6,3.6,,11.88,No
40000900,SUNFISH,48.1,9.1,,2.88,No
40001000,Dora,307.6,1.8,0.670527278,22.9,No
40001400,SABRE,106.4,3.9,,8.1,No
40001700,,,,,,No
40002000,GREENLEAF,121,5.7,,5.72,No
40002800,PEPIN,163.1,2.4,,14.65,No
40003100,TETONKA,540.8,10.6,5.790917403,4.52,No
40003200,GORMAN,202,4.2,,8.83,No
40003300,VOLNEY,114.5,20.4,,1.6,No
40003900,ROEMHILDTS,29.3,18.2,,1.27,No
40004400,STEELE,28.2,8.2,,2.8,No
40005100,FISH,31.5,16.7,,1.41,No
40005600,RAYS,63.2,9.7,,2.89,No
40005700,FRANCIS,322.6,18.2,,2.31,No
40006300,GERMAN,363.9,15.5,3.962206644,2.8,No
40007900,CLEAR,108.5,5.4,,5.88,No
40009201,"JEFFERSON, EAST",283.4,11.2,,3.63,No
40009202,"JEFFERSON, WEST",178.5,7.3,,4.99,No
40009203,Swedes Bay,199.1,1.8,,20.54,No
40009204,Middle Jefferson,261.1,2.4,,16.48,No
40010900,SCOTCH,228.7,3.3,,11.59,No
40011700,WASHINGTON,602,15.5,,3.18,No
40012400,EMILY,95.1,11.2,,2.76,No
41002100,DEAD COON,230.3,2.7,,14.2,No
41002200,SLOUGH,65.5,3.9,,7.18,No
41003400,"STAY, EAST",90.6,1.8,,16.87,No
41004300,BENTON,1156.6,2.7,,21.26,No
41004400,Popowski,55,3.6,,7.44,No
41004500,HAWKS NEST,114.1,2.2,,14.69,No
41006200,OAK,40,3,,8.25,No
41006700,PERCH,90.6,4.9,,6.24,No
41007000,Drietz,29.9,1.2,,19.19,No
41008200,STEEP BANK,84.2,1.9,,15.29,No
41008900,SHAOKOTAN,402.8,3,,14.69,No
41010900,Unnamed,44.9,3.3,,7.72,No
41011000,HENDRICKS,630.3,3.6,,13.7,No
41015600,PORTER,7.6,3.9,,4.2,No
42000200,SCHOOL GROVE,128.7,3.3,,10.04,No
42001400,COTTONWOOD,130.7,2.1,,15.85,No
42002000,LADY SLIPPER,100,3.3,,9.43,No
42003300,SECTION 33,43.7,1.8,,14.06,No
42004700,YANKTON,156.6,2.4,,14.51,No
42005200,ROCK,177.7,2.1,,16.63,No
42005400,BRAWNER,11.3,5.4,,3.34,No
42005500,CLEAR,27.5,3.3,,6.83,No
42007000,"TWIN, EAST",142.5,6.7,,5.15,No
42007100,SANDERSON,40,1.8,,13.75,No
42007400,"TWIN, WEST",93.9,3,,10.21,No
42007800,WOOD,148.5,4.2,,8.18,No
42009300,"GOOSE, EAST",56.2,2.7,,9.98,No
42009600,ISLAND,65.9,2.4,,11.68,No
43001200,WINSTED,152.2,3.6,1.828710759,9.6,No
43004000,SWAN,138.8,3,,11.26,No
43007300,HOOK,132.3,5.4,2.438281012,6.18,No
43008400,MARION,240.4,3.6,3.047851265,10.76,No
43008500,OTTER,236,1.8,1.523925632,21.43,No
43010400,STAHLS,57.4,11.2,,2.44,No
43010900,FRENCH,38,7,,3.54,No
43011500,CEDAR,778.9,2.4,,21.66,No
43011600,ROUND GROVE,124.2,2.1,,15.65,No
44000100,ROY,264.3,4.8,,8.26,No
44000200,LONE,43.3,6.7,,3.82,No
44000300,TULABY,312.9,13.1,,3.2,Yes
44000600,"BASS, BIG",278.9,7.9,,5.15,No
44001100,"ELBOW, LITTLE",63.9,5.4,,5.15,No
44001400,"TWIN, SOUTH",404.8,8.8,,5.07,Yes
44002300,"TWIN, NORTH",364.7,4.8,,8.96,Yes
44003800,ISLAND,247.3,13.1,,3.02,No
44004500,SNIDER,255.8,8.8,,4.52,Yes
44008000,MCCRANEY LAKE,108.5,13.1,,2.46,Yes
44009200,Church,67.6,5.7,2.438281012,4.95,No
44010800,SARGENT,51.8,4.5,,5.86,Yes
44016900,"VANOSE, LITTLE",58.2,8.5,,3.23,No
45011900,FLORIAN RES.,20.2,7,2.285888449,3.02,No
46001000,"CHAIN,EAST",196.3,1.8,,20.46,No
46001200,IMOGENE,74.8,1.8,,16.08,No
46001400,WILMERT,146.5,2.4,,14.26,No
46002000,"SILVER, SOUTH",99.1,6.7,4.266991771,4.7,No
46002400,GEORGE,34,3.3,,7.2,No
46002500,SISSETON,56.6,5.7,,4.73,No
46003000,BUDD,89.8,7,,4.39,No
46003100,HALL,207.6,8.2,,4.61,No
46003400,AMBER,72.8,5.7,3.352636391,5.04,No
46004600,PERCH,70.8,1.5,,19.03,No
46004900,IOWA,328.7,2.8,,14.86,No
46005100,OKAMANPEEDAN,928.8,1.9,,27.86,No
46005200,BRIGHT,261.1,2.1,,18.84,No
46009600,CLEAR,110.5,2.1,,15.19,No
46010300,TEMPERANCE,71.2,1.5,,19.06,No
46010900,FOX,421.4,6,,7.43,No
46011100,CLAM,29.9,2.4,,9.59,No
46012100,CEDAR,287.4,2.1,,19.29,No
46013000,,,,,,No
46013300,"TWIN, BIG",185,5.4,,6.72,No
46014500,FISH,70.8,1.6,,17.3,No
47000100,MAPLE,53.8,2.1,,12.69,No
47000200,FRANCIS,372.8,5.1,2.590673575,8.48,No
47001500,JENNIE,427.5,4.5,,9.94,No
47001600,WOLF,104.8,3.3,,9.54,No
47002300,ARVILLE,52.6,2.7,,9.81,No
47002500,"SWAN, LITTLE",18.2,9.4,,2.18,No
47002600,LONG,65.9,8.5,,3.33,No
47003200,SPRING,88.2,9.1,3.169765315,3.35,No
47003800,"SWAN, BIG",254.2,9.7,3.352636391,4.09,No
47004000,MUD,40.4,7.9,,3.18,No
47004200,BETTY,59.7,8.8,,3.14,No
47004600,WASHINGTON,1068.4,5.1,2.438281012,11.03,No
47004900,BELLE,334.4,7.6,4.876562024,5.61,No
47005000,MANUELLA,115.7,15.5,6.705272783,2.11,No
47006100,WILLIE,73.6,5.1,,5.65,No
47006200,GREENLEAF,90.6,5.4,1.828710759,5.62,No
47006400,ERIE,73.6,10.3,,2.82,No
47006800,STELLA,223.8,22.8,4.266991771,1.69,No
47008200,DUNNS,57.4,6,3.657421518,4.51,No
47008800,RICHARDSON,44.9,14.3,,1.8,No
47009500,CLEAR,201.2,5.4,3.047851265,6.86,No
47009600,"MUD, LITTLE",14.9,12.8,,1.53,No
47010200,ROUND,106.4,2.4,,13.17,No
47010600,HOFF,63.9,2.4,,11.59,No
47011900,MINNIE BELLE,220.6,14.9,9.600731484,2.58,No
47012700,GOOSE,76.9,3.6,,8.09,No
47012900,STAR,225.5,4.5,,8.47,No
47013400,RIPLEY,225.9,5.4,3.657421518,7.06,No
47013800,YOUNGSTROM,53.4,1.5,,17.74,No
47015900,THOMPSON,89,2.4,,12.59,No
47017700,LONG,312.1,3.3,,12.53,No
47018300,HOPE,101.2,3,,10.4,No
47019800,PETERSON,51.4,4.5,,5.85,No
48000200,MILLE LACS,53650.2,12.8,6.400487656,11.88,Yes
48000900,ONAMIA,867.2,3,,17.8,No
48001100,BLACK BASS,10.5,7,,2.56,No
48001200,SHAKOPEE,273.2,4.5,,8.89,No
48001400,OGECHIE,165.9,1.8,,19.62,No
49000500,PEAVY,49.7,19.2,,1.38,No
49001400,HANNAH,44.1,8.2,,3.13,No
49001500,LONG,48.5,10.6,,2.47,No
49001600,SULLIVAN,494.3,17.3,5.364218226,2.71,Yes
49001900,ROUND,49.3,8.8,,2.99,Yes
49002400,PIERZ FISH,68.8,10.3,,2.77,No
49002500,RICE,130.7,2.4,,13.86,No
49003000,PELKEY,38.8,2.1,,11.7,No
49003500,GREEN PRAIRIE,72,6.7,,4.34,No
49003600,SYLVAN,265.1,9.4,,4.27,No
49004100,"TWIN,EAST",8,10.6,,1.58,No
49005600,ROUND,48.9,6,,4.34,No
49007300,ALOTT,18.6,10.3,,2,No
49007900,ALEXANDER,1118.6,19.5,8.533983542,2.96,Yes
49008000,PLACID,185.8,7.6,,4.84,No
49008100,PINE,79.7,17.9,5.18134715,1.66,No
49010800,FISH,12.1,14.9,,1.25,No
49011800,STANCHFIELD,15.3,9.7,,2.03,No
49012700,SHAMINEAU,658.2,15.8,5.18134715,3.19,No
49013100,ROUND,38.4,5.4,,4.53,No
49013300,CROOKNECK,68,6.7,2.712587626,4.28,No
49013600,HAM,15.3,6.7,,2.95,No
49013700,FISH TRAP,527.5,12.8,6.248095093,3.74,Yes
49014000,CEDAR,102.4,26.8,11.88661993,1.18,Yes
50000100,MILL POND,10.5,2.4,,7.38,No
50000200,EAST SIDE,15.7,3,,6.54,No
50000300,AUSTIN,7.6,5.1,,3.21,No
50000400,RAMSEY MIL POND,21.4,5.4,,3.92,No
50001400,PINE LAWN,2.4,2.4,,5.12,No
50001500,LeRoy Sand Pit,0.8,4.2,,2.22,No
51000600,LOUISA,120.6,2.4,,13.59,No
51001800,Buffalo,50.2,2.5,,10.27,No
51002000,"FULDA, SECOND",24.2,1.5,,14.56,No
51002100,"FULDA, FIRST",72.4,2.1,,13.67,No
51002400,LIME,136.8,2.1,,16.03,No
51002700,SMITH,37.6,2.7,,9.03,No
51004000,BLOODY,100.4,2.7,,11.53,No
51004300,FOX,70.4,2.5,,11.18,No
51004600,SHETEK,1455.8,3,1.523925632,20.26,No
51005400,CORABELLE,43.3,1.8,,14.02,No
51006300,SARAH,442.5,3.3,,13.68,No
51006800,SUMMIT,31.1,2.1,,11.07,No
51008100,WILSON,68.8,2.4,,11.81,No
51008200,CURRANT,152.6,2.8,,12.13,No
52000100,Hallett's Pond,4.8,10.6,,1.39,No
52000200,SPRING,4.8,1.2,,12.17,No
52007300,ST. PETER HOS,1.2,4.8,,2.15,No
52007400,MILL POND,0.4,3.9,,2.01,No
53000700,INDIAN,82.5,1.8,,16.48,No
53001600,KINBRAE,48.5,2.1,,12.37,No
53002000,"GRAHAM, EAST",244.5,2.4,,16.21,No
53002100,"GRAHAM,WEST",208.5,2.4,,15.58,No
53002400,OCHEDA,776.1,1.5,,34.63,No
53002800,OKABENA,304.2,4.8,2.438281012,8.56,No
53004500,BELLA,73.6,4.2,,6.86,No
55000300,SILVER,13.7,3.3,0.609570253,5.74,No
55000400,ZUMBRO,245.3,13.1,,3.01,No
55000500,SHADY,77.6,3.9,,7.49,No
55001900,FOSTER-AREND,7.2,12.8,,1.28,No
55002000,WR4 Pond,15.7,7.3,,2.72,No
55002100,WR6A Pond,28.3,6.7,,3.44,No
55002200,BEAR CREEK RESERVOIR,47.7,11.2,4.876562024,2.33,No
56003100,ADLEY,96.7,6,,5.14,No
56006600,FISH,176.1,5.1,,7.03,No
56006900,BEAR,73.2,9.7,,2.99,No
56007900,BLOCK,106.4,7,,4.58,No
56011400,"LEAF, WEST",276.9,16.7,,2.43,Yes
56011601,"LEAF, MIDDLE",161.1,13.1,,2.71,Yes
56011602,"LEAF, EAST",163.5,14.3,,2.49,Yes
56012600,Nitche,30.7,8.5,,2.75,No
56013000,"PINE, BIG",1914.9,23.1,,2.85,Yes
56013800,"BATTLE, EAST",789,26.5,,1.99,Yes
56014000,PORTAGE,107.2,14.9,,2.15,No
56014100,RUSH,2161.1,20.7,,3.28,Yes
56014200,"PINE, LITTLE",797.1,19.2,,2.76,Yes
56016000,SPITZER,294.7,10,,4.11,No
56017800,ELLINGSON,55.8,5.7,,4.72,No
56018000,SIVERSON,55.4,12.4,,2.18,Yes
56019100,STUART,282.9,14.9,5.18134715,2.74,Yes
56019300,ETHEL,78.5,19.5,,1.52,No
56019700,HANSON,21.8,19.8,,1.09,No
56020000,DONALDS,68,13.1,,2.19,No
56020100,LONG,41.7,17,,1.48,No
56020400,PICKEREL,26.3,22.2,,1.01,No
56020900,BUCHANAN,376.1,12.8,,3.44,No
56021200,BOEDIGHEIMER,71.2,7.9,,3.66,Yes
56021300,HEAD,100.8,7.9,,3.99,No
56021400,ROUND,106,10.9,,2.92,No
56022100,SCHUSTER,17.4,24.3,,0.83,No
56022400,SILVER,100,10.3,,3.05,No
56022900,MURPHY,125.5,9.1,,3.66,Yes
56023700,BELMONT,77.7,10.3,,2.86,No
56023800,CLITHERALL,1009.3,21,,2.68,Yes
56023900,"BATTLE, WEST",2276.9,32.9,,2.09,Yes
56024000,BLANCHE,513.3,19.5,,2.44,Yes
56024100,ANNIE BATTLE,135.2,15.5,,2.19,Yes
56024200,OTTER TAIL,5556.6,36.5,,2.36,Yes
56024300,MARION,673.6,18.8,,2.69,Yes
56024400,ALICE,19,11.8,,1.75,No
56024500,DEVILS,127.1,20.4,,1.64,No
56024700,CARROLL,26.7,10,,2.26,Yes
56025100,TORGERSON,58.2,12.1,,2.26,No
56025200,MIDDLE,78.5,17,,1.74,No
56025300,EAGLE,342.1,14,,3.06,No
56025500,HANCOCK,73.6,7,,4.17,No
56029300,CRANE,148.5,13.1,,2.66,No
56029700,ROUND,62.7,7.3,,3.84,No
56029800,DEER,185,7.9,,4.65,Yes
56030200,SILVER,221.4,13.1,,2.94,No
56030300,MOLLY STARK,61.9,14.6,,1.91,Yes
56030600,ELBOW,76.5,14,,2.1,No
56031000,WALKER,218.6,8.8,,4.35,Yes
56032200,PINE,31.5,24,,0.98,No
56032800,"MCDONALD, LITTLE",475.3,33.2,,1.4,Yes
56033000,GRUNARD,47.3,11.2,4.266991771,2.32,No
56033500,PAUL,129.1,24.6,,1.36,No
56033600,MOENKEDICK,25.9,10.6,,2.11,No
56034500,Wolf,29.5,15.5,,1.5,No
56034800,TENTER,33.6,19.2,,1.25,Yes
56035000,PINE,27.1,10,4.571776897,2.26,No
56035100,PICKEREL,11.3,15.2,4.571776897,1.2,No
56035500,WIMAR,111.3,17.6,,1.83,Yes
56035700,FIVE,90.6,23.4,,1.31,No
56035800,SEVEN,98.3,27.4,,1.14,Yes
56036000,ROSE,481.7,41.7,,1.12,Yes
56036300,RICE,141.7,2.4,,14.15,No
56036400,JIM,40,8.2,,3.05,No
56036800,GRAHAM,85,10.3,,2.93,Yes
56036900,SIX,76.1,42.6,,0.69,Yes
56037000,JOLLY ANN,103.6,27.1,,1.17,No
56037700,"TURTLE, SOUTH",255,10.6,,3.74,No
56037800,"LOST, EAST",202.8,10.9,,3.43,Yes
56037900,"TURTLE, NORTH",600.8,5.7,,8.54,No
56038200,TWIN,134.8,15.2,4.571776897,2.23,No
56038300,DEAD,3198.7,19.8,2.895458702,3.79,Yes
56038400,PINE,25.5,28.6,,0.78,No
56038500,STAR,1911.3,28.6,,2.3,Yes
56038601,"MCDONALD, BIG",378.5,14,,3.14,No
56038602,"MCDONALD, WEST",231.9,18.8,,2.06,No
56038603,SCHWARTZ,197.9,10,,3.72,No
56038700,SYBIL,285.8,22.5,,1.82,Yes
56038802,LONG,515.3,39,,1.22,Yes
56039000,LONG,141.7,26.8,,1.28,No
56039100,JOHANNES,48.5,14,,1.88,No
56039300,JOHNSON,136.8,9.7,,3.5,No
56040800,SEWELL,136.8,15.8,,2.15,No
56042300,GERMAN,28.7,14,,1.65,No
56042800,LONG,80.1,7.3,,4.09,No
56043000,FISKE,101.2,7.9,,4,No
56043700,STALKER,518.2,28.9,,1.64,Yes
56044000,STEENERSTON,15.3,17,,1.16,No
56044800,ANNA,217.8,16.7,,2.29,No
56044900,PLEASANT,149.7,11.5,,3.02,No
56047500,PICKEREL,335.6,23.7,8.533983542,1.8,Yes
56047600,ROUND,33.6,10.3,,2.32,No
56048000,LEON,29.9,10.6,,2.19,No
56048100,"LOST, WEST",292.7,4.8,,8.48,Yes
56049000,Round,29.5,4.2,,5.46,No
56050100,"SPIRIT, EAST",220.2,11.5,,3.32,No
56051200,SUNFISH,16.5,11.5,,1.74,No
56051400,ELBOW,34,25.9,,0.93,Yes
56051500,Shallow,26.4,8.5,,2.65,No
56051700,"SILENT, EAST",125.5,14.6,,2.28,No
56051900,"SILENT, WEST",132.7,17.6,,1.92,No
56052200,ROUND,67.2,5.4,,5.21,No
56052300,LOON,424.2,32,,1.41,Yes
56053200,LEEK,246.5,23.1,,1.71,No
56055900,CLEAR,142.5,8.8,,3.9,No
56056900,NORWAY,155.4,5.7,,6.09,No
56057000,BASS,118.2,10.9,,3,No
56057100,FOGARD,26.3,12.8,,1.76,No
56057400,LONG,30.7,8.8,,2.66,No
56057500,LONG,118.6,5.1,,6.36,No
56057700,OTTER,39.2,19.5,,1.28,No
56060400,"TEN MILE, NORTH",301.6,4.2,,9.76,No
56061300,"TEN MILE, SOUTH",571.2,15.5,,3.14,No
56062000,ROSE,41.7,11.2,,2.25,No
56063900,INDIAN,44.1,11.2,,2.28,No
56065800,WALL,276.5,10.3,,3.93,No
56068200,SPRING,19,6.7,,3.11,No
56068400,FISH,359.5,5.7,,7.51,No
56068900,MULE,18.2,9.4,,2.18,No
56069000,TONSETH,63.1,8.2,,3.42,No
56069500,HEILBERGER,90.6,14.3,,2.15,No
56071100,RED RIVER,123.4,16.7,,1.98,Yes
56071300,FLAT,21.8,7.6,,2.83,No
56071600,ANDERSON,33.6,7.6,,3.15,No
56071700,GRASS,28.3,6.4,,3.6,No
56072200,BASS,10.5,13.1,,1.37,No
56072400,BEERS,78.9,18.5,,1.6,No
56072700,FLADMARK,22.2,13.7,,1.58,No
56072800,TWENTY-ONE,49.3,14.3,,1.85,No
56073700,EDDY,56.2,10.3,,2.64,No
56073800,BRACKETT,19,11.8,,1.75,No
56074200,ROUND,19,6.7,,3.11,No
56074701,"LIDA, NORTH",2252.6,17.6,,3.89,Yes
56074702,"LIDA, SOUTH",346.5,14.6,,2.94,Yes
56074900,CRYSTAL,533.1,16.7,,2.86,Yes
56075900,FRANKLIN,540.8,14.6,,3.29,Yes
56076001,LIZZIE,1633.6,20.1,,3.16,Yes
56076100,"PELICAN, LITTLE",139.6,7.6,,4.51,Yes
56076800,FISH,105.6,21,,1.52,Yes
56078100,SWAN,278.9,13.4,3.962206644,3.04,No
56078200,HOOT,62.7,6,,4.61,Yes
56078300,WRIGHT,25.5,9.7,,2.3,No
56078400,LONG,306,22.2,,1.87,Yes
56078600,PELICAN,1613.7,16.7,,3.78,Yes
56082100,,,,,,No
56082400,DAYTON HOLLOW,84.6,9.7,,3.1,No
56082900,PEBBLE,68.4,18.8,,1.52,Yes
56084600,IVERSON,21.8,5.4,,3.94,No
56087700,JEWETT,298.3,22.8,,1.81,Yes
56091500,PRAIRIE,411.3,6.7,3.047851265,6.71,Yes
