"id","source","type","zmax"
"nhd_2644210","swimms","maxdepth",1.8288
"nhd_13344190","swimms","maxdepth",8.2296
"nhd_NA","swimms","maxdepth",2.1336
"nhd_12174392","swimms","maxdepth",6.4008
"nhd_NA","swimms","maxdepth",NA
"nhd_NA","swimms","maxdepth",8.2296
"nhd_13394235","swimms","maxdepth",7.62
"nhd_NA","swimms","maxdepth",4.572
"nhd_13345488","swimms","maxdepth",7.62
"nhd_1849681","swimms","maxdepth",20.7264
"nhd_2266005","swimms","maxdepth",7.0104
"nhd_NA","swimms","maxdepth",2.7432
"nhd_13104005","swimms","maxdepth",20.7264
"nhd_13394079","swimms","maxdepth",6.096
"nhd_13346426","swimms","maxdepth",10.0584
"nhd_NA","swimms","maxdepth",3.3528
"nhd_13394847","swimms","maxdepth",10.9728
"nhd_NA","swimms","maxdepth",0.9144
"nhd_13078451","swimms","maxdepth",8.5344
"nhd_9035935","swimms","maxdepth",2.4384
"nhd_NA","swimms","maxdepth",0.9144
"nhd_NA","swimms","maxdepth",1.2192
"nhd_NA","swimms","maxdepth",2.1336
"nhd_13394165","swimms","maxdepth",1.8288
"nhd_13123984","swimms","maxdepth",2.7432
"nhd_6790685","swimms","maxdepth",1.524
"nhd_1816085","swimms","maxdepth",4.572
"nhd_14726196","swimms","maxdepth",13.716
"nhd_13399167","swimms","maxdepth",5.1816
"nhd_NA","swimms","maxdepth",15.5448
"nhd_NA","swimms","maxdepth",1.8288
"nhd_9026451","swimms","maxdepth",3.048
"nhd_2265975","swimms","maxdepth",6.096
"nhd_NA","swimms","maxdepth",3.048
"nhd_NA","swimms","maxdepth",NA
"nhd_14726448","swimms","maxdepth",5.4864
"nhd_6864313","swimms","maxdepth",7.3152
"nhd_14767980","swimms","maxdepth",9.144
"nhd_NA","swimms","maxdepth",3.6576
