"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","Permnn_I","id"
"21MICH_WQX-180140",43.87349,-84.80187,NA,"13046427"
"21MICH_WQX-180141",44.01649,-85.05283,NA,NA
"21MICH_WQX-180142",43.93376,-85.02505,NA,NA
"21MICH_WQX-180143",43.92824,-85.06355,NA,"13039978"
"21MICH_WQX-180144",43.97155,-85.08162,NA,NA
"21MICH_WQX-180146",44.11738,-85.05988,NA,NA
"21MICH_WQX-180147",43.96131,-84.94342,NA,"12130876"
"21MICH_WQX-180148",43.95859,-84.99916,NA,"12130880"
"21MICH_WQX-180170",43.82037,-84.76207,NA,NA
"21MICH_WQX-180171",43.82917,-84.74816,NA,NA
"21MICH_WQX-180172",43.91223,-84.62653,NA,NA
"21MICH_WQX-180173",43.98699,-84.74655,NA,NA
"21MICH_WQX-180175",43.96676,-84.95493,NA,NA
"21MICH_WQX-180176",43.933493,-84.986789,NA,"12130894"
"21MICH_WQX-180177",44.000715,-84.90493,NA,NA
"21MICH_WQX-180178",43.959659,-85.001079,NA,"12131442"
"21MICH_WQX-180179",43.932309,-84.8908,NA,"12130898"
"21MICH_WQX-180180",43.852538,-84.91072,NA,"13046461"
"21MICH_WQX-180181",43.860727,-84.859038,NA,"13046453"
"21MICH_WQX-180182",43.8567,-84.8907,NA,NA
"21MICH_WQX-180183",43.8454,-84.6535,NA,NA
"21MICH_WQX-180184",43.94585,-84.62892,NA,NA
"21MICH_WQX-180185",43.8567,-84.8907,NA,NA
"21MICH_WQX-180186",43.8454,-84.6535,NA,NA
"21MICH_WQX-180187",44.01489,-84.92928,NA,NA
"21MICH_WQX-180188",43.98711,-84.74039,NA,NA
"21MICH_WQX-180189",43.85764,-84.85015,NA,NA
"21MICH_WQX-180190",43.95463,-84.66835,NA,NA
"21MICH_WQX-180191",43.88395,-84.81648,NA,"13046421"
"21MICH_WQX-180192",43.8294,-84.7545,NA,"13046475"
"21MICH_WQX-180193",44.0762,-84.6164,NA,NA
"21MICH_WQX-180194",44.036983,-84.642433,NA,NA
"21MICH_WQX-180195",44.06109,-84.630637,NA,NA
"21MICH_WQX-180196",44.072222,-84.667244,NA,NA
"21MICH_WQX-190010",43.056392,-84.583615,NA,NA
"21MICH_WQX-190011",42.784726,-84.798615,NA,NA
"21MICH_WQX-190015",42.9425,-84.836389,NA,NA
"21MICH_WQX-190026",42.792504,-84.818615,NA,NA
"21MICH_WQX-190032",42.824449,-84.602782,NA,NA
"21MICH_WQX-190035",43.00611,-84.374722,NA,NA
"21MICH_WQX-190036",43.0033,-84.37889,NA,NA
"21MICH_WQX-190037",43.008944,-84.56072,NA,NA
"21MICH_WQX-190038",43.010583,-84.56238,NA,NA
"21MICH_WQX-190039",43.0972,-84.56236,NA,NA
"21MICH_WQX-190040",43.008,-84.5603,NA,NA
"21MICH_WQX-190041",43.00972,-84.56072,NA,NA
"21MICH_WQX-190042",43.0095,-84.569083,NA,NA
"21MICH_WQX-190043",43.0096,-84.5709,NA,NA
"21MICH_WQX-190044",43.109167,-84.693611,NA,NA
"21MICH_WQX-190058",42.848059,-84.54306,NA,NA
"21MICH_WQX-190065",42.9149,-84.58252,NA,NA
"21MICH_WQX-190068",43.108892,-84.692782,NA,NA
"21MICH_WQX-190069",42.886116,-84.423615,NA,NA
"21MICH_WQX-190076",42.818615,-84.642226,NA,NA
"21MICH_WQX-190077",42.823059,-84.701115,NA,NA
"21MICH_WQX-190080",42.851949,-84.503337,NA,NA
"21MICH_WQX-190081",42.853892,-84.523337,NA,NA
"21MICH_WQX-190082",42.842504,-84.53667,NA,NA
"21MICH_WQX-190083",42.838337,-84.568892,NA,NA
"21MICH_WQX-190084",42.839726,-84.591948,NA,NA
"21MICH_WQX-190085",42.820004,-84.622782,NA,NA
"21MICH_WQX-190086",42.82417,-84.661948,NA,NA
"21MICH_WQX-190087",42.827504,-84.682227,NA,NA
"21MICH_WQX-190088",42.818892,-84.719726,NA,NA
"21MICH_WQX-190089",42.820837,-84.739449,NA,NA
"21MICH_WQX-190090",42.827781,-84.759448,NA,NA
"21MICH_WQX-190093",42.943059,-84.415003,NA,"12232998"
"21MICH_WQX-190094",42.932504,-84.414449,NA,"12232998"
"21MICH_WQX-190095",43.016115,-84.551253,NA,NA
"21MICH_WQX-190099",42.789726,-84.431115,NA,NA
"21MICH_WQX-190100",42.914722,-84.57944,NA,NA
"21MICH_WQX-190101",42.9293,-84.7044,NA,NA
"21MICH_WQX-190102",42.820833,-84.73944,NA,NA
"21MICH_WQX-190103",42.784167,-84.58694,NA,NA
"21MICH_WQX-190104",42.84027,-84.56908,NA,NA
"21MICH_WQX-190105",42.818611,-84.64222,NA,NA
"21MICH_WQX-190106",43.04168,-84.54382,NA,NA
"21MICH_WQX-190107",43.0316,-84.6407,NA,NA
"21MICH_WQX-190108",43.0494,-84.6603,NA,NA
"21MICH_WQX-190109",42.861,-84.48389,NA,NA
"21MICH_WQX-190110",42.775,-84.872,NA,NA
"21MICH_WQX-190111",42.9681,-84.5431,NA,NA
"21MICH_WQX-190112",42.81361,-84.7489,NA,NA
"21MICH_WQX-190113",43.0889,-84.6794,NA,NA
"21MICH_WQX-190114",43.0971,-84.633,NA,NA
"21MICH_WQX-190115",43.066388,-84.425833,NA,NA
"21MICH_WQX-190116",42.990277,-84.385277,NA,NA
"21MICH_WQX-190117",43.06,-84.367777,NA,NA
"21MICH_WQX-190118",43.079166,-84.719444,NA,NA
"21MICH_WQX-190119",43.045833,-84.635833,NA,NA
"21MICH_WQX-190120",43.058888,-84.700277,NA,NA
"21MICH_WQX-190121",42.987777,-84.746388,NA,NA
"21MICH_WQX-190122",43.0857,-84.6994,NA,NA
"21MICH_WQX-190123",43.1175,-84.4331,NA,NA
"21MICH_WQX-190124",43.0057,-84.3843,NA,NA
"21MICH_WQX-190125",43.0143,-84.4253,NA,NA
"21MICH_WQX-190126",43.0104,-84.4254,NA,NA
"21MICH_WQX-190127",42.9436,-84.6461,NA,NA
"21MICH_WQX-190128",42.9444,-84.7063,NA,NA
"21MICH_WQX-190129",42.9585,-84.7955,NA,NA
"21MICH_WQX-190130",42.9637,-84.6219,NA,NA
"21MICH_WQX-190131",42.8663,-84.4091,NA,NA
"21MICH_WQX-190132",42.8345,-84.3686,NA,NA
"21MICH_WQX-190133",42.8268,-84.5986,NA,NA
"21MICH_WQX-190134",42.827,-84.5981,NA,NA
"21MICH_WQX-190135",42.8568,-84.8302,NA,NA
"21MICH_WQX-190136",42.8487,-84.8275,NA,NA
"21MICH_WQX-190137",42.9722,-84.5347,NA,NA
"21MICH_WQX-190138",42.9704,-84.7793,NA,NA
"21MICH_WQX-190139",42.94707,-84.42046,NA,NA
"21MICH_WQX-190140",42.96321,-84.73964,NA,NA
"21MICH_WQX-190141",43.108831,-84.766247,NA,NA
"21MICH_WQX-190142",43.105012,-84.7693,NA,NA
"21MICH_WQX-190143",43.105044,-84.781545,NA,NA
"21MICH_WQX-190144",43.080619,-84.759287,NA,NA
"21MICH_WQX-190145",43.0881,-84.7589,NA,NA
"21MICH_WQX-190146",42.8766,-84.4452,NA,"12240726"
"21MICH_WQX-190147",42.95739,-84.427254,NA,NA
"21MICH_WQX-190148",42.83094,-84.53486,NA,NA
"21MICH_WQX-190149",42.85664,-84.45796,NA,NA
"21MICH_WQX-190150",42.85706,-84.39584,NA,NA
"21MICH_WQX-190151",42.867,-84.7985,NA,NA
"21MICH_WQX-190152",42.82138,-84.80108,NA,NA
"21MICH_WQX-190153",42.8364,-84.4305,NA,NA
"21MICH_WQX-190154",42.78524,-84.49041,NA,NA
"21MICH_WQX-190155",42.815,-84.523,NA,NA
"21MICH_WQX-190156",42.7987,-84.638,NA,NA
"21MICH_WQX-190157",42.96233,-84.64104,NA,NA
"21MICH_WQX-190158",43.10421,-84.42598,NA,NA
"21MICH_WQX-190159",43.00013,-84.39552,NA,NA
"21MICH_WQX-190160",42.98794,-84.82988,NA,NA
"21MICH_WQX-190161",43.01225,-84.55471,NA,NA
"21MICH_WQX-190162",43.04621,-84.72396,NA,NA
"21MICH_WQX-190163",42.894,-84.7589,NA,NA
"21MICH_WQX-190164",43.0895,-84.7596,NA,NA
"21MICH_WQX-190165",42.92556,-84.54268,NA,NA
"21MICH_WQX-190166",42.9434,-84.5695,NA,NA
"21MICH_WQX-190167",42.9292,-84.62887,NA,NA
"21MICH_WQX-190168",42.89431,-84.75926,NA,NA
"21MICH_WQX-190169",42.9567,-84.6608,NA,NA
"21MICH_WQX-190170",43.0316,-84.6407,NA,NA
"21MICH_WQX-190171",43.07393,-84.40971,NA,NA
"21MICH_WQX-190172",43.10904,-84.83607,NA,NA
"21MICH_WQX-190173",43.06874,-84.69977,NA,NA
"21MICH_WQX-190174",43.05624,-84.60064,NA,NA
"21MICH_WQX-190175",43.07892,-84.40873,NA,NA
"21MICH_WQX-190176",42.857132,-84.366315,NA,NA
"21MICH_WQX-190177",42.842134,-84.536389,NA,NA
"21MICH_WQX-190178",42.8428,-84.7977,NA,NA
"21MICH_WQX-190179",43.0414,-84.56613,NA,NA
"21MICH_WQX-190180",43.05013,-84.7202,NA,NA
"21MICH_WQX-190181",42.9897,-84.8181,NA,NA
"21MICH_WQX-190182",42.9897,-84.8181,NA,NA
"21MICH_WQX-190183",42.817224,-84.801043,NA,NA
"21MICH_WQX-190184",42.918451,-84.376855,NA,"12233042"
"21MICH_WQX-190185",43.0453,-84.6813,NA,NA
"21MICH_WQX-190186",43.0453,-84.6813,NA,NA
"21MICH_WQX-190187",42.84412,-84.53793,NA,NA
"21MICH_WQX-190188",43.00612,-84.381255,NA,NA
"21MICH_WQX-190189",43.005996,-84.38464,NA,NA
"21MICH_WQX-190190",42.789926,-84.440238,NA,"12240922"
"21MICH_WQX-190191",42.914841,-84.805751,NA,NA
"21MICH_WQX-190192",42.8695,-84.45288,NA,NA
"21MICH_WQX-190193",43.08134,-84.3871,NA,NA
"21MICH_WQX-190194",42.96564,-84.58186,NA,NA
"21MICH_WQX-190195",42.93106,-84.70537,NA,NA
"21MICH_WQX-190196",42.877749,-84.3682,NA,NA
"21MICH_WQX-190197",42.871537,-84.3682,NA,"12240722"
"21MICH_WQX-190198",42.869719,-84.453322,NA,NA
"21MICH_WQX-190199",42.7705,-84.7978,NA,NA
"21MICH_WQX-190200",42.972529,-84.76091,NA,NA
"21MICH_WQX-200001",44.770838,-84.84167,NA,NA
"21MICH_WQX-200002",44.778338,-84.761116,NA,NA
"21MICH_WQX-200003",44.541115,-84.550837,NA,NA
"21MICH_WQX-200004",44.679448,-84.577227,NA,NA
"21MICH_WQX-200005",44.827781,-84.490282,NA,NA
"21MICH_WQX-200006",44.692782,-84.847226,NA,NA
"21MICH_WQX-200009",44.665837,-84.697781,NA,NA
"21MICH_WQX-200010",44.68492,-84.7458,NA,NA
"21MICH_WQX-200011",44.661115,-84.708059,NA,NA
"21MICH_WQX-200012",44.671392,-84.705282,NA,NA
"21MICH_WQX-200013",44.668615,-84.705559,NA,NA
"21MICH_WQX-200014",44.667504,-84.678337,NA,NA
"21MICH_WQX-200015",44.66917,-84.658338,NA,NA
"21MICH_WQX-200016",44.663892,-84.647781,NA,NA
"21MICH_WQX-200017",44.665282,-84.627503,NA,NA
"21MICH_WQX-200018",44.669726,-84.60667,NA,NA
"21MICH_WQX-200019",44.67667,-84.577227,NA,NA
"21MICH_WQX-200021",44.531944,-84.589444,NA,NA
"21MICH_WQX-200023",44.614448,-84.459171,NA,NA
"21MICH_WQX-200024",44.66667,-84.439448,NA,NA
"21MICH_WQX-200025",44.665004,-84.397781,NA,NA
"21MICH_WQX-200026",44.67167,-84.383893,NA,NA
"21MICH_WQX-200036",44.639836,-84.78619,NA,"12116192"
"21MICH_WQX-200037",44.524448,-84.59306,NA,NA
"21MICH_WQX-200038",44.538892,-84.57056,NA,NA
"21MICH_WQX-200039",44.65667,-84.688892,NA,NA
"21MICH_WQX-200040",44.656948,-84.712782,NA,NA
"21MICH_WQX-200041",44.657782,-84.726392,NA,NA
"21MICH_WQX-200042",44.64917,-84.791392,NA,"12116192"
"21MICH_WQX-200043",44.633892,-84.790005,NA,"12116192"
"21MICH_WQX-200044",44.795004,-84.547226,NA,"12952076"
"21MICH_WQX-200058",44.857226,-84.618892,NA,"12951976"
"21MICH_WQX-200111",44.820281,-84.475753,NA,"12952038"
"21MICH_WQX-200112",44.782365,-84.592116,NA,"12952100"
"21MICH_WQX-200136",44.83167,-84.747504,NA,"13056856"
"21MICH_WQX-200137",44.832505,-84.75306,NA,"13056856"
"21MICH_WQX-200138",44.836115,-84.761392,NA,NA
"21MICH_WQX-200141",44.665,-84.3975,NA,NA
"21MICH_WQX-200142",44.685278,-84.74472,NA,NA
"21MICH_WQX-200143",44.66972,-84.6066,NA,NA
"21MICH_WQX-200144",44.531944,-84.58944,NA,NA
"21MICH_WQX-200145",44.661,-84.7083,NA,NA
"21MICH_WQX-200146",44.80389,-84.48194,NA,NA
"21MICH_WQX-200147",44.7358,-84.6422,NA,NA
"21MICH_WQX-200148",44.7167,-84.42,NA,NA
"21MICH_WQX-200149",44.7692,-84.4244,NA,NA
"21MICH_WQX-200150",44.7386,-84.3803,NA,NA
"21MICH_WQX-200151",44.7153,-84.4092,NA,NA
"21MICH_WQX-200152",44.785745,-84.757998,NA,"13056874"
"21MICH_WQX-200153",44.666125,-84.695736,NA,NA
"21MICH_WQX-200154",44.84353,-84.83372,NA,"13056852"
"21MICH_WQX-200155",44.79993,-84.84048,NA,"13056878"
"21MICH_WQX-200156",44.69309,-84.84525,NA,NA
"21MICH_WQX-200158",44.65135,-84.78523,NA,"12116192"
"21MICH_WQX-200159",44.65656,-84.80472,NA,"12116192"
"21MICH_WQX-200160",44.66635,-84.40427,NA,NA
"21MICH_WQX-200161",44.67569,-84.39149,NA,NA
"21MICH_WQX-200162",44.72826,-84.64386,NA,NA
"21MICH_WQX-200163",44.73559,-84.44115,NA,NA
"21MICH_WQX-200164",44.6786,-84.5734,NA,NA
"21MICH_WQX-200165",44.78794,-84.59722,NA,NA
"21MICH_WQX-200166",44.7564,-84.4578,NA,NA
"21MICH_WQX-200167",44.67651,-84.56204,NA,NA
"21MICH_WQX-200168",44.78853,-84.59621,NA,NA
"21MICH_WQX-200169",44.66993,-84.38133,NA,NA
"21MICH_WQX-200170",44.66993,-84.38133,NA,NA
"21MICH_WQX-200171",44.664395,-84.81544,NA,NA
"21MICH_WQX-200172",44.75701,-84.63271,NA,NA
"21MICH_WQX-210001",45.714726,-86.66806,NA,NA
"21MICH_WQX-210002",45.667504,-86.966392,NA,NA
"21MICH_WQX-210003",45.834726,-86.994448,NA,NA
"21MICH_WQX-210004",45.836393,-87.025559,NA,NA
"21MICH_WQX-210005",45.835837,-87.021948,NA,NA
"21MICH_WQX-210006",45.834171,-87.040838,NA,NA
"21MICH_WQX-210007",45.738059,-87.045837,NA,NA
"21MICH_WQX-210008",45.738892,-87.04667,NA,NA
"21MICH_WQX-210009",45.575559,-87.238893,NA,NA
"21MICH_WQX-210010",45.925115,-86.945503,NA,NA
"21MICH_WQX-210011",45.783337,-87.068892,NA,NA
"21MICH_WQX-210012",45.678948,-87.142503,NA,NA
"21MICH_WQX-210014",46.023615,-86.976116,NA,NA
"21MICH_WQX-210015",45.734449,-87.183893,NA,NA
"21MICH_WQX-210016",45.917781,-87.088059,NA,NA
"21MICH_WQX-210017",45.894726,-86.702781,NA,NA
"21MICH_WQX-210029",45.783337,-87.068892,NA,NA
"21MICH_WQX-210030",45.795004,-87.07806,NA,NA
"21MICH_WQX-210032",45.850631,-86.669251,NA,"12222750"
"21MICH_WQX-210036",45.711393,-87.092504,NA,NA
"21MICH_WQX-210043",45.837504,-87.023616,NA,NA
"21MICH_WQX-210044",45.738615,-87.046392,NA,NA
"21MICH_WQX-210059",45.864726,-87.215004,NA,"12015242"
"21MICH_WQX-210069",45.783337,-86.650004,NA,NA
"21MICH_WQX-210070",45.850004,-86.983337,NA,NA
"21MICH_WQX-210071",45.700004,-87.01667,NA,NA
"21MICH_WQX-210072",45.700004,-87.083338,NA,NA
"21MICH_WQX-210084",45.776392,-87.057504,NA,NA
"21MICH_WQX-210085",45.778338,-87.065281,NA,NA
"21MICH_WQX-210086",45.778338,-87.065281,NA,NA
"21MICH_WQX-210087",45.783892,-87.068615,NA,NA
"21MICH_WQX-210088",45.79167,-87.076392,NA,NA
"21MICH_WQX-210089",45.795004,-87.07806,NA,NA
"21MICH_WQX-210090",45.79667,-87.078615,NA,NA
"21MICH_WQX-210091",45.798615,-87.082781,NA,NA
"21MICH_WQX-210092",45.798615,-87.082781,NA,NA
"21MICH_WQX-210093",45.806392,-87.094449,NA,NA
"21MICH_WQX-210094",45.722226,-87.100003,NA,NA
"21MICH_WQX-210095",45.720282,-87.100003,NA,"12015774"
"21MICH_WQX-210096",45.709726,-87.08667,NA,NA
"21MICH_WQX-210097",45.708338,-87.085281,NA,NA
"21MICH_WQX-210098",45.722226,-87.100003,NA,NA
"21MICH_WQX-210100",45.840281,-87.088892,NA,NA
"21MICH_WQX-210101",45.806115,-87.097226,NA,NA
"21MICH_WQX-210102",45.778898,-87.064964,NA,NA
"21MICH_WQX-210103",45.783059,-87.069031,NA,NA
"21MICH_WQX-210110",46.147781,-86.749171,NA,"271501"
"21MICH_WQX-210111",46.155004,-86.736115,NA,"271501"
"21MICH_WQX-210112",46.158337,-86.613616,NA,"12221342"
"21MICH_WQX-210113",46.158059,-86.622504,NA,"12221342"
"21MICH_WQX-210114",46.057781,-86.551116,NA,"271697"
"21MICH_WQX-210122",45.795004,-87.07806,NA,NA
"21MICH_WQX-210123",45.775281,-87.052504,NA,NA
"21MICH_WQX-210124",45.764171,-87.03056,NA,NA
"21MICH_WQX-210125",45.762504,-87.033615,NA,NA
"21MICH_WQX-210126",45.760281,-87.03667,NA,NA
"21MICH_WQX-210127",45.75167,-87.00917,NA,NA
"21MICH_WQX-210128",45.748892,-87.013892,NA,NA
"21MICH_WQX-210129",45.74667,-87.016949,NA,NA
"21MICH_WQX-210130",45.87417,-86.963337,NA,NA
"21MICH_WQX-210131",45.807504,-87.023616,NA,NA
"21MICH_WQX-210132",45.780281,-87.050837,NA,NA
"21MICH_WQX-210133",45.705281,-87.049727,NA,NA
"21MICH_WQX-210134",45.695559,-86.994727,NA,NA
"21MICH_WQX-210135",45.580281,-87.031393,NA,NA
"21MICH_WQX-210136",45.448892,-87.13667,NA,NA
"21MICH_WQX-210138",45.507226,-86.736671,NA,NA
"21MICH_WQX-210139",45.506948,-86.683616,NA,NA
"21MICH_WQX-210140",45.539449,-86.860559,NA,NA
"21MICH_WQX-210141",45.69417,-86.752227,NA,NA
"21MICH_WQX-210142",45.785281,-86.638338,NA,NA
"21MICH_WQX-210143",45.75542,-87.202781,NA,NA
"21MICH_WQX-210144",45.583338,-87.000005,NA,NA
"21MICH_WQX-210151",46.145281,-86.775004,NA,"12013684"
"21MICH_WQX-210152",45.829588,-87.092781,NA,NA
"21MICH_WQX-210153",45.816393,-87.100003,NA,NA
"21MICH_WQX-210154",45.815837,-87.10056,NA,NA
"21MICH_WQX-210155",45.798892,-87.081392,NA,NA
"21MICH_WQX-210156",45.795004,-87.079726,NA,NA
"21MICH_WQX-210157",45.790559,-87.06931,NA,NA
"21MICH_WQX-210162",45.789726,-87.072226,NA,NA
"21MICH_WQX-210163",45.796116,-87.080003,NA,NA
"21MICH_WQX-210171",46.111115,-86.625281,NA,"271611"
"21MICH_WQX-210173",45.894726,-86.992505,NA,NA
"21MICH_WQX-210174",45.92667,-86.971392,NA,NA
"21MICH_WQX-210175",45.578337,-87.24556,NA,NA
"21MICH_WQX-210176",45.909726,-86.600004,NA,NA
"21MICH_WQX-210177",45.711842,-87.092641,NA,NA
"21MICH_WQX-210178",45.823,-86.50027,NA,NA
"21MICH_WQX-210179",45.734449,-87.18389,NA,NA
"21MICH_WQX-210180",45.7894,-86.9761,NA,NA
"21MICH_WQX-210181",45.93,-87.06972,NA,NA
"21MICH_WQX-210182",45.705,-86.93305,NA,NA
"21MICH_WQX-210183",45.748361,-87.086994,NA,NA
"21MICH_WQX-210184",45.752641,-87.291122,NA,NA
"21MICH_WQX-210185",45.894995,-86.992659,NA,NA
"21MICH_WQX-210186",45.70972,-87.2772,NA,NA
"21MICH_WQX-210187",46.005563,-87.236955,NA,NA
"21MICH_WQX-210188",45.982987,-87.224832,NA,NA
"21MICH_WQX-210189",45.9683,-87.21694,NA,NA
"21MICH_WQX-210190",45.755,-87.30528,NA,NA
"21MICH_WQX-210191",45.6025,-87.2583,NA,NA
"21MICH_WQX-210192",45.6525,-87.28694,NA,NA
"21MICH_WQX-210193",45.711393,-87.0925,NA,NA
"21MICH_WQX-210194",45.666389,-87.28972,NA,NA
"21MICH_WQX-210195",45.6375,-87.26472,NA,NA
"21MICH_WQX-210196",45.726389,-87.28417,NA,NA
"21MICH_WQX-210197",45.73,-87.29167,NA,NA
"21MICH_WQX-210198",45.641227,-87.194619,NA,NA
"21MICH_WQX-210199",45.667907,-87.163776,NA,NA
"21MICH_WQX-210200",45.894871,-86.992514,NA,NA
"21MICH_WQX-210201",45.714571,-87.095288,NA,"12015774"
"21MICH_WQX-210202",45.95067,-86.97217,NA,NA
"21MICH_WQX-210203",45.926902,-86.971199,NA,NA
"21MICH_WQX-210204",45.926282,-86.963234,NA,NA
"21MICH_WQX-210205",45.948201,-86.915788,NA,NA
"21MICH_WQX-210206",45.999145,-86.925918,NA,"120054402"
"21MICH_WQX-210207",46.014616,-86.878398,NA,NA
"21MICH_WQX-210208",46.101105,-87.034812,NA,NA
"21MICH_WQX-210209",46.092261,-86.84777,NA,NA
"21MICH_WQX-210210",45.735507,-87.193037,NA,NA
"21MICH_WQX-210211",45.977666,-87.2685,NA,NA
"21MICH_WQX-210212",45.852833,-87.233833,NA,NA
"21MICH_WQX-210213",46.158533,-86.75125,NA,"271501"
"21MICH_WQX-210214",45.880024,-86.915113,NA,NA
"21MICH_WQX-210215",45.65173,-87.28345,NA,NA
"21MICH_WQX-210216",45.96089,-86.554,NA,NA
"21MICH_WQX-210217",46.01518,-86.6938,NA,NA
"21MICH_WQX-210218",45.94998,-86.70557,NA,NA
"21MICH_WQX-210219",45.91038,-86.77756,NA,NA
"21MICH_WQX-210220",45.87781,-86.8113,NA,NA
"21MICH_WQX-210221",45.77546,-86.55368,NA,NA
"21MICH_WQX-210222",45.73613,-87.05799,NA,NA
"21MICH_WQX-210223",45.68072,-87.13134,NA,NA
"21MICH_WQX-210224",45.7092,-86.6656,NA,NA
"21MICH_WQX-210225",45.8375,-87.03,NA,NA
"21MICH_WQX-210226",45.83453,-86.99299,NA,NA
"21MICH_WQX-210227",45.6701,-86.9645,NA,NA
"21MICH_WQX-210228",46.12955,-86.51395,NA,NA
"21MICH_WQX-210229",46.09326,-86.52082,NA,NA
"21MICH_WQX-210230",45.98276,-86.90467,NA,NA
"21MICH_WQX-210231",46.18211,-86.88262,NA,NA
"21MICH_WQX-210232",45.97829,-86.93036,NA,NA
"21MICH_WQX-210233",45.95632,-87.05279,NA,NA
"21MICH_WQX-210234",45.94193,-86.99194,NA,NA
"21MICH_WQX-210235",45.97075,-87.05118,NA,NA
"21MICH_WQX-210236",46.07786,-86.99325,NA,NA
"21MICH_WQX-210237",46.14833,-87.21356,NA,NA
"21MICH_WQX-210238",45.95499,-86.98149,NA,NA
"21MICH_WQX-210239",45.89058,-87.00531,NA,NA
"21MICH_WQX-210240",45.73553,-87.10061,NA,"12015774"
"21MICH_WQX-210241",45.98534,-87.22649,NA,NA
"21MICH_WQX-210242",45.67829,-87.135397,NA,NA
"21MICH_WQX-210243",45.95539,-86.63358,NA,NA
"21MICH_WQX-210244",45.95444,-86.75061,NA,NA
"21MICH_WQX-210245",45.79556,-86.95088,NA,NA
"21MICH_WQX-210246",45.88283,-86.91166,NA,NA
"21MICH_WQX-210247",45.74945,-87.28128,NA,NA
"21MICH_WQX-210248",45.6523,-87.2877,NA,NA
"21MICH_WQX-210249",45.95998,-86.56571,NA,NA
"21MICH_WQX-210250",45.96043,-86.55604,NA,NA
"21MICH_WQX-210251",45.793509,-87.299282,NA,NA
"21MICH_WQX-210252",45.63899,-87.19704,NA,NA
"21MICH_WQX-210253",45.70967,-87.06337,NA,NA
"21MICH_WQX-210254",45.80449,-87.0584,NA,NA
"21MICH_WQX-210255",45.70877,-86.98432,NA,NA
"21MICH_WQX-210256",45.74498,-86.97623,NA,NA
"21MICH_WQX-210257",45.74886,-86.97531,NA,NA
"21MICH_WQX-210258",45.91438,-86.96928,NA,NA
"21MICH_WQX-210259",45.66748,-86.96671,NA,NA
"21MICH_WQX-210260",45.90155,-86.95787,NA,NA
"21MICH_WQX-210261",45.69502,-86.94435,NA,NA
"21MICH_WQX-210262",45.70366,-86.93827,NA,NA
"21MICH_WQX-210263",45.70319,-86.92468,NA,NA
"21MICH_WQX-210264",45.71141,-86.8904,NA,NA
"21MICH_WQX-210265",45.74186,-86.84289,NA,NA
"21MICH_WQX-210266",45.72623,-86.84187,NA,"12222768"
"21MICH_WQX-210267",45.7657,-86.824,NA,NA
"21MICH_WQX-210268",45.79517,-86.78837,NA,NA
"21MICH_WQX-210269",45.84856,-86.78139,NA,NA
"21MICH_WQX-210270",45.80505,-86.77843,NA,NA
"21MICH_WQX-210271",45.82074,-86.77597,NA,NA
"21MICH_WQX-210272",45.86747,-86.75897,NA,"12222752"
"21MICH_WQX-210273",45.85401,-86.73375,NA,NA
"21MICH_WQX-210274",45.83905,-86.7185,NA,NA
"21MICH_WQX-210275",45.84238,-86.71272,NA,NA
"21MICH_WQX-210276",45.64811,-86.70807,NA,NA
"21MICH_WQX-210277",45.64806,-86.70807,NA,NA
"21MICH_WQX-210278",45.69072,-86.69982,NA,NA
"21MICH_WQX-210279",45.84029,-86.68615,NA,"12222750"
"21MICH_WQX-210280",45.62837,-86.67854,NA,NA
"21MICH_WQX-210281",45.86553,-86.62879,NA,NA
"21MICH_WQX-210282",45.65281,-86.62548,NA,NA
"21MICH_WQX-210283",45.62947,-86.61994,NA,NA
"21MICH_WQX-210284",45.6678,-86.6163,NA,NA
"21MICH_WQX-210285",45.60059,-86.61115,NA,NA
"21MICH_WQX-210286",45.67894,-86.59199,NA,NA
"21MICH_WQX-210287",45.70682,-86.58418,NA,NA
"21MICH_WQX-210288",45.71276,-86.5798,NA,NA
"21MICH_WQX-210289",45.7157,-86.57439,NA,NA
"21MICH_WQX-210290",45.90172,-86.57359,NA,NA
"21MICH_WQX-210291",45.90137,-86.57201,NA,NA
"21MICH_WQX-210292",45.71491,-86.56714,NA,NA
"21MICH_WQX-210293",45.79919,-86.57794,NA,NA
"21MICH_WQX-210294",45.71287,-86.54716,NA,NA
"21MICH_WQX-210295",45.88639,-86.53612,NA,NA
"21MICH_WQX-210296",45.71674,-86.53468,NA,NA
"21MICH_WQX-210297",45.726,-86.53365,NA,NA
"21MICH_WQX-210298",45.85959,-86.52779,NA,NA
"21MICH_WQX-210299",45.7618,-86.47987,NA,NA
"21MICH_WQX-210300",45.76009,-86.46881,NA,NA
"21MICH_WQX-210301",45.9781,-87.0691,NA,NA
"21MICH_WQX-210302",46.09628,-86.89593,NA,NA
"21MICH_WQX-210303",45.90941,-86.70229,NA,NA
"21MICH_WQX-210304",45.90441,-86.55811,NA,NA
"21MICH_WQX-210305",46.11395,-86.49214,NA,NA
"21MICH_WQX-210306",45.69202,-87.09923,NA,NA
"21MICH_WQX-210307",45.68311,-87.12513,NA,NA
"21MICH_WQX-210308",45.67842,-87.13527,NA,NA
"21MICH_WQX-210309",45.55079,-87.26408,NA,NA
"21MICH_WQX-210310",45.8692,-87.00677,NA,NA
"21MICH_WQX-210311",45.87979,-87.00014,NA,NA
