"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","Permnn_I","id"
"USGS-445328084413205",44.8911246,-84.692252,NA,"12951918"
"USGS-445328084413206",44.8911246,-84.692252,NA,"12951918"
"USGS-445330084090901",44.8916769,-84.152506,NA,"12962593"
"USGS-445330084090902",44.8916769,-84.152506,NA,"12962593"
"USGS-445330084090903",44.8916769,-84.152506,NA,"12962593"
"USGS-445330084090905",44.8916769,-84.152506,NA,"12962593"
"USGS-445330084090906",44.8916769,-84.152506,NA,"12962593"
"USGS-445331085564501",44.8608296,-85.9959253,NA,NA
"USGS-445332085310801",44.8922232,-85.5189659,NA,NA
"USGS-445335085293001",44.8930568,-85.4917426,NA,NA
"USGS-445347085222601",44.8963889,-85.3738889,NA,"13057916"
"USGS-445347085222602",44.8963889,-85.3738889,NA,"13057916"
"USGS-445347085222603",44.8963889,-85.3738889,NA,"13057916"
"USGS-445347085222605",44.8963889,-85.3738889,NA,"13057916"
"USGS-445347085222606",44.8963889,-85.3738889,NA,"13057916"
"USGS-445348085325201",44.8966675,-85.5478558,NA,NA
"USGS-445348086011801",44.8966618,-86.0217598,NA,NA
"USGS-445350085503401",44.8941646,-85.845087,NA,"12227015"
"USGS-445350085503402",44.8941646,-85.845087,NA,"12227015"
"USGS-445350085503403",44.8941646,-85.845087,NA,"12227015"
"USGS-445350085503405",44.8941646,-85.845087,NA,"12227015"
"USGS-445350085503406",44.8941646,-85.845087,NA,"12227015"
"USGS-445355084044301",44.898621,-84.0786136,NA,NA
"USGS-445400085020001",44.9002778,-85.0400833,NA,NA
"USGS-445404085325201",44.9011119,-85.5478559,NA,NA
"USGS-445418085112101",44.9050051,-85.1892253,NA,"13057034"
"USGS-445418085112102",44.9050051,-85.1892253,NA,"13057034"
"USGS-445418085112103",44.9050051,-85.1892253,NA,"13057034"
"USGS-445418085112105",44.9050051,-85.1892253,NA,"13057034"
"USGS-445418085112106",44.9050051,-85.1892253,NA,"13057034"
"USGS-445418086013401",44.9050111,-86.0261806,NA,NA
"USGS-445429085033601",44.9080624,-85.0600515,NA,NA
"USGS-445436085293101",44.9100012,-85.4920211,NA,NA
"USGS-445447085525501",44.9130525,-85.882033,NA,"12226997"
"USGS-445447085525502",44.9130525,-85.882033,NA,"12226997"
"USGS-445447085525503",44.9130525,-85.882033,NA,"12226997"
"USGS-445447085525505",44.9130525,-85.882033,NA,"12226997"
"USGS-445447085525506",44.9130525,-85.882033,NA,"12226997"
"USGS-445512084415301",44.9305688,-84.6922523,NA,"12951696"
"USGS-445512085530801",44.9199968,-85.8856444,NA,"13057036"
"USGS-445515083244701",44.9208456,-83.4130283,NA,NA
"USGS-445515085315901",44.9208341,-85.533134,NA,NA
"USGS-445516085301901",44.9211121,-85.5053555,NA,NA
"USGS-445517085522001",44.9213859,-85.8723106,NA,NA
"USGS-445518085525301",44.9216722,-85.8814861,NA,"12226987"
"USGS-445518085525401",44.9218833,-85.8816972,NA,"12226987"
"USGS-445520085525801",44.9222556,-85.8829333,NA,"12226987"
"USGS-445523085505501",44.923053,-85.8486988,NA,"12226981"
"USGS-445523085505502",44.923053,-85.8486988,NA,"12226981"
"USGS-445523085505503",44.923053,-85.8486988,NA,"12226981"
"USGS-445523085505505",44.923053,-85.8486988,NA,"12226981"
"USGS-445523085505506",44.923053,-85.8486988,NA,"12226981"
"USGS-445531084363801",44.9252906,-84.6105816,NA,"12951830"
"USGS-445531084363802",44.9252906,-84.6105816,NA,"12951830"
"USGS-445531084363803",44.9252906,-84.6105816,NA,"12951830"
"USGS-445531084363805",44.9252906,-84.6105816,NA,"12951830"
"USGS-445531084363806",44.9252906,-84.6105816,NA,"12951830"
"USGS-445542085312001",44.9283341,-85.5225784,NA,NA
"USGS-445543085530801",44.9288,-85.8857194,NA,NA
"USGS-445545085531001",44.9291633,-85.8862001,NA,NA
"USGS-445547084113501",44.9297318,-84.1930626,NA,"12962573"
"USGS-445547084113502",44.9297318,-84.1930626,NA,"12962573"
"USGS-445547084113503",44.9297318,-84.1930626,NA,"12962573"
"USGS-445547084113505",44.9297318,-84.1930626,NA,"12962573"
"USGS-445547084113506",44.9297318,-84.1930626,NA,"12962573"
"USGS-445559084301501",44.9330556,-84.5041667,NA,"12951818"
"USGS-445559084301502",44.9330556,-84.5041667,NA,"12951818"
"USGS-445559084301503",44.9330556,-84.5041667,NA,"12951818"
"USGS-445559084301505",44.9330556,-84.5041667,NA,"12951818"
"USGS-445559084301506",44.9330556,-84.5041667,NA,"12951818"
"USGS-445600085225401",44.9333358,-85.3817375,NA,"13057002"
"USGS-445600085225402",44.9333358,-85.3817375,NA,"13057002"
"USGS-445600085225403",44.9333358,-85.3817375,NA,"13057002"
"USGS-445600085225405",44.9333358,-85.3817375,NA,"13057002"
"USGS-445600085225406",44.9333358,-85.3817375,NA,"13057002"
"USGS-445610083480001",44.9361214,-83.7999891,NA,"12961411"
"USGS-445610083480002",44.9361214,-83.7999891,NA,"12961411"
"USGS-445610083480003",44.9361214,-83.7999891,NA,"12961411"
"USGS-445610083480005",44.9361214,-83.7999891,NA,"12961411"
"USGS-445610083480006",44.9361214,-83.7999891,NA,"12961411"
"USGS-445610085162401",44.9361111,-85.2733333,NA,"13057004"
"USGS-445610085162402",44.9361111,-85.2733333,NA,"13057004"
"USGS-445610085162403",44.9361111,-85.2733333,NA,"13057004"
"USGS-445610085162405",44.9361111,-85.2733333,NA,"13057004"
"USGS-445610085162406",44.9361111,-85.2733333,NA,"13057004"
"USGS-445610085301801",44.936112,-85.5050783,NA,NA
"USGS-445611085292201",44.93639,-85.489522,NA,NA
"USGS-445616084224701",44.9377778,-84.3797222,NA,"12951788"
"USGS-445616084224702",44.9377778,-84.3797222,NA,"12951788"
"USGS-445616084224703",44.9377778,-84.3797222,NA,"12951788"
"USGS-445616084224705",44.9377778,-84.3797222,NA,"12951788"
"USGS-445616084224706",44.9377778,-84.3797222,NA,"12951788"
"USGS-445621084111901",44.9391761,-84.1886177,NA,"12962573"
"USGS-445621084111902",44.9391761,-84.1886177,NA,"12962573"
"USGS-445621084111903",44.9391761,-84.1886177,NA,"12962573"
"USGS-445621084111905",44.9391761,-84.1886177,NA,"12962573"
"USGS-445621084111906",44.9391761,-84.1886177,NA,"12962573"
"USGS-445622084361601",44.9394571,-84.6044703,NA,"12951806"
"USGS-445622084361602",44.9394571,-84.6044703,NA,"12951806"
"USGS-445622084361603",44.9394571,-84.6044703,NA,"12951806"
"USGS-445622084361605",44.9394571,-84.6044703,NA,"12951806"
"USGS-445622084361606",44.9394571,-84.6044703,NA,"12951806"
"USGS-445623085522101",44.9398611,-85.8726889,NA,NA
"USGS-445651085535801",44.9477389,-85.8994639,NA,"12226949"
"USGS-445657085535501",44.9494056,-85.8986444,NA,"12226949"
"USGS-445704085301901",44.9511119,-85.5053566,NA,NA
"USGS-445708084412201",44.9536111,-84.6852778,NA,"12951696"
"USGS-445708084412202",44.9536111,-84.6852778,NA,"12951696"
"USGS-445708084412203",44.9536111,-84.6852778,NA,"12951696"
"USGS-445708084412205",44.9536111,-84.6852778,NA,"12951696"
"USGS-445708084412206",44.9536111,-84.6852778,NA,"12951696"
"USGS-445712085130801",44.9533333,-85.2188889,NA,"13056972"
"USGS-445712085130802",44.9533333,-85.2188889,NA,"13056972"
"USGS-445712085130803",44.9533333,-85.2188889,NA,"13056972"
"USGS-445712085130805",44.9533333,-85.2188889,NA,"13056972"
"USGS-445712085130806",44.9533333,-85.2188889,NA,"13056972"
"USGS-445719085291701",44.9552788,-85.4881337,NA,NA
"USGS-445734084442201",44.9594444,-84.7394444,NA,"12951746"
"USGS-445734084442202",44.9594444,-84.7394444,NA,"12951746"
"USGS-445734084442203",44.9594444,-84.7394444,NA,"12951746"
"USGS-445734084442205",44.9594444,-84.7394444,NA,"12951746"
"USGS-445734084442206",44.9594444,-84.7394444,NA,"12951746"
"USGS-445735084145801",44.9597312,-84.2494529,NA,"12962555"
"USGS-445735084145802",44.9597312,-84.2494529,NA,"12962555"
"USGS-445735084145803",44.9597312,-84.2494529,NA,"12962555"
"USGS-445735084145805",44.9597312,-84.2494529,NA,"12962555"
"USGS-445735084145806",44.9597312,-84.2494529,NA,"12962555"
"USGS-445737085281501",44.960279,-85.4709106,NA,NA
"USGS-445746085294001",44.9627786,-85.4945233,NA,"13056986"
"USGS-445756085311001",44.9655562,-85.5195242,NA,NA
"USGS-445758085291501",44.9661121,-85.4875785,NA,NA
"USGS-445815085300801",44.9708341,-85.5023018,NA,NA
"USGS-445837085303001",44.9769451,-85.5084133,NA,NA
"USGS-445844084180801",44.9788889,-84.3022222,NA,"12962543"
"USGS-445844084180802",44.9788889,-84.3022222,NA,"12962543"
"USGS-445844084180803",44.9788889,-84.3022222,NA,"12962543"
"USGS-445844084180805",44.9788889,-84.3022222,NA,"12962543"
"USGS-445844084180806",44.9788889,-84.3022222,NA,"12962543"
"USGS-445850085180401",44.9805589,-85.3011783,NA,"120053679"
"USGS-445850085180402",44.9805589,-85.3011783,NA,"120053679"
"USGS-445850085180403",44.9805589,-85.3011783,NA,"120053679"
"USGS-445850085180405",44.9805589,-85.3011783,NA,"120053679"
"USGS-445850085180406",44.9805589,-85.3011783,NA,"120053679"
"USGS-445900083522901",44.9833429,-83.8747154,NA,"166766796"
"USGS-445900083522902",44.9833429,-83.8747154,NA,"166766796"
"USGS-445900083522903",44.9833429,-83.8747154,NA,"166766796"
"USGS-445900083522905",44.9833429,-83.8747154,NA,"166766796"
"USGS-445900083522906",44.9833429,-83.8747154,NA,"166766796"
"USGS-445916084103701",44.9877863,-84.1769496,NA,"12962533"
"USGS-445916084103702",44.9877863,-84.1769496,NA,"12962533"
"USGS-445916084103703",44.9877863,-84.1769496,NA,"12962533"
"USGS-445916084103705",44.9877863,-84.1769496,NA,"12962533"
"USGS-445916084103706",44.9877863,-84.1769496,NA,"12962533"
"USGS-445920084425801",44.988902,-84.7161429,NA,NA
"USGS-445927085284001",44.9908343,-85.4778566,NA,NA
"USGS-445955084380601",44.9986234,-84.6350276,NA,"120053660"
"USGS-445955084380602",44.9986234,-84.6350276,NA,"120053660"
"USGS-445955084380603",44.9986234,-84.6350276,NA,"120053660"
"USGS-445955084380605",44.9986234,-84.6350276,NA,"120053660"
"USGS-445955084380606",44.9986234,-84.6350276,NA,"120053660"
"USGS-450008084084301",45.0022222,-84.1452778,NA,"120053676"
"USGS-450008084084302",45.0022222,-84.1452778,NA,"120053676"
"USGS-450008084084303",45.0022222,-84.1452778,NA,"120053676"
"USGS-450008084084305",45.0022222,-84.1452778,NA,"120053676"
"USGS-450008084084306",45.0022222,-84.1452778,NA,"120053676"
"USGS-450009086064801",45.0024921,-86.11343,NA,NA
"USGS-450015086062401",45.0041587,-86.1067632,NA,NA
"USGS-450032086071801",45.0099917,-86.1192634,NA,"12229335"
"USGS-450035084344201",45.009734,-84.5783581,NA,"12502815"
"USGS-450035084344202",45.009734,-84.5783581,NA,"12502815"
"USGS-450035084344203",45.009734,-84.5783581,NA,"12502815"
"USGS-450035084344205",45.009734,-84.5783581,NA,"12502815"
"USGS-450035084344206",45.009734,-84.5783581,NA,"12502815"
"USGS-450035084350201",45.0097341,-84.583914,NA,"12502815"
"USGS-450035084350202",45.0097341,-84.583914,NA,"12502815"
"USGS-450035084350203",45.0097341,-84.583914,NA,"12502815"
"USGS-450035084350205",45.0097341,-84.583914,NA,"12502815"
"USGS-450035084350206",45.0097341,-84.583914,NA,"12502815"
"USGS-450036086053901",45.0099918,-86.0942627,NA,NA
"USGS-450037086070801",45.0103167,-86.1189722,NA,"12229335"
"USGS-450038086071101",45.0108278,-86.1199028,NA,"12229335"
"USGS-450039086054501",45.010825,-86.0959294,NA,NA
"USGS-450045086055101",45.0124916,-86.097596,NA,NA
"USGS-450106086060901",45.0183246,-86.1025961,NA,NA
"USGS-450127085133801",45.0241667,-85.2272222,NA,"167671353"
"USGS-450127085133802",45.0241667,-85.2272222,NA,"167671353"
"USGS-450127085133803",45.0241667,-85.2272222,NA,"167671353"
"USGS-450127085133805",45.0241667,-85.2272222,NA,"167671353"
"USGS-450127085133806",45.0241667,-85.2272222,NA,"167671353"
"USGS-450127086065401",45.0241576,-86.1150964,NA,NA
"USGS-450140085185601",45.0277811,-85.3156246,NA,"120053679"
"USGS-450140085185602",45.0277811,-85.3156246,NA,"120053679"
"USGS-450140085185603",45.0277811,-85.3156246,NA,"120053679"
"USGS-450140085185605",45.0277811,-85.3156246,NA,"120053679"
"USGS-450140085185606",45.0277811,-85.3156246,NA,"120053679"
"USGS-450201085035201",45.0336175,-85.0644984,NA,NA
"USGS-450207084401301",45.0352904,-84.6703078,NA,NA
"USGS-450209086065401",45.0358237,-86.1150962,NA,NA
"USGS-450226085434801",45.0424982,-85.7286961,NA,"120053614"
"USGS-450226085434802",45.0424982,-85.7286961,NA,"120053614"
"USGS-450226085434803",45.0424982,-85.7286961,NA,"120053614"
"USGS-450226085434805",45.0424982,-85.7286961,NA,"120053614"
"USGS-450226085434806",45.0424982,-85.7286961,NA,"120053614"
"USGS-450227086065401",45.0408234,-86.1150961,NA,NA
"USGS-450237083243301",45.0436238,-83.4091405,NA,NA
"USGS-450252084470701",45.048901,-84.786981,NA,"12502745"
"USGS-450252084470702",45.048901,-84.786981,NA,"12502745"
"USGS-450252084470703",45.048901,-84.786981,NA,"12502745"
"USGS-450252084470705",45.048901,-84.786981,NA,"12502745"
"USGS-450252084470706",45.048901,-84.786981,NA,"12502745"
"USGS-450346083254401",45.0627905,-83.4288638,NA,NA
"USGS-450413083261601",45.0702905,-83.4377531,NA,NA
"USGS-450415085153501",45.0708381,-85.259788,NA,NA
"USGS-450521085593001",45.0891539,-85.9917572,NA,NA
"USGS-450530086001501",45.0916535,-86.0042575,NA,NA
"USGS-450600085153001",45.1000053,-85.2583993,NA,"13055624"
"USGS-450600085153002",45.1000053,-85.2583993,NA,"13055624"
"USGS-450600085153003",45.1000053,-85.2583993,NA,"13055624"
"USGS-450600085153005",45.1000053,-85.2583993,NA,"13055624"
"USGS-450600085153006",45.1000053,-85.2583993,NA,"13055624"
"USGS-450600086020901",45.0999865,-86.0359252,NA,NA
"USGS-450600086022401",45.0999865,-86.040092,NA,NA
"USGS-450610083572001",45.1027878,-83.955554,NA,"12960085"
"USGS-450610083572002",45.1027878,-83.955554,NA,"12960085"
"USGS-450610083572003",45.1027878,-83.955554,NA,"12960085"
"USGS-450610083572005",45.1027878,-83.955554,NA,"12960085"
"USGS-450610083572006",45.1027878,-83.955554,NA,"12960085"
"USGS-450630084095801",45.1083434,-84.1661174,NA,NA
"USGS-450630085585401",45.1083199,-85.9817564,NA,NA
"USGS-450631083582401",45.1086211,-83.9733326,NA,"12960079"
"USGS-450640083582001",45.1111211,-83.9722215,NA,"12960079"
"USGS-450640083582002",45.1111211,-83.9722215,NA,"12960079"
"USGS-450640083582003",45.1111211,-83.9722215,NA,"12960079"
"USGS-450640083582005",45.1111211,-83.9722215,NA,"12960079"
"USGS-450640083582006",45.1111211,-83.9722215,NA,"12960079"
"USGS-450651083585201",45.1141766,-83.9811108,NA,"12960075"
"USGS-450651083585202",45.1141766,-83.9811108,NA,"12960075"
"USGS-450651083585203",45.1141766,-83.9811108,NA,"12960075"
"USGS-450651083585205",45.1141766,-83.9811108,NA,"12960075"
"USGS-450651083585206",45.1141766,-83.9811108,NA,"12960075"
"USGS-450711084054801",45.1197323,-84.0966707,NA,"12960935"
"USGS-450711084054802",45.1197323,-84.0966707,NA,"12960935"
"USGS-450711084054803",45.1197323,-84.0966707,NA,"12960935"
"USGS-450711084054805",45.1197323,-84.0966707,NA,"12960935"
"USGS-450711084054806",45.1197323,-84.0966707,NA,"12960935"
"USGS-450712085120801",45.1200061,-85.202285,NA,"13055610"
"USGS-450712085120802",45.1200061,-85.202285,NA,"13055610"
"USGS-450712085120803",45.1200061,-85.202285,NA,"13055610"
"USGS-450712085120805",45.1200061,-85.202285,NA,"13055610"
"USGS-450712085120806",45.1200061,-85.202285,NA,"13055610"
"USGS-450714086011301",45.1207556,-86.0203,NA,NA
"USGS-450715085583601",45.1208193,-85.9767559,NA,NA
"USGS-450715086011201",45.1208184,-86.0200906,NA,NA
"USGS-450722086011201",45.1228611,-86.0202,NA,NA
"USGS-450729084011901",45.1247322,-84.0219459,NA,"12960949"
"USGS-450729084011902",45.1247322,-84.0219459,NA,"12960949"
"USGS-450729084011903",45.1247322,-84.0219459,NA,"12960949"
"USGS-450729084011905",45.1247322,-84.0219459,NA,"12960949"
"USGS-450729084011906",45.1247322,-84.0219459,NA,"12960949"
"USGS-450729086011901",45.1248222,-86.0219861,NA,NA
"USGS-450734084104901",45.1261214,-84.1802849,NA,"12498136"
"USGS-450734084104902",45.1261214,-84.1802849,NA,"12498136"
"USGS-450734084104903",45.1261214,-84.1802849,NA,"12498136"
"USGS-450734084104905",45.1261214,-84.1802849,NA,"12498136"
"USGS-450734084104906",45.1261214,-84.1802849,NA,"12498136"
"USGS-450736086012301",45.1266778,-86.023225,NA,"12229331"
"USGS-450750083583001",45.1305657,-83.9749997,NA,"12960053"
"USGS-450750083583002",45.1305657,-83.9749997,NA,"12960053"
"USGS-450750083583003",45.1305657,-83.9749997,NA,"12960053"
"USGS-450750083583005",45.1305657,-83.9749997,NA,"12960053"
"USGS-450750083583006",45.1305657,-83.9749997,NA,"12960053"
"USGS-450754084464201",45.1316785,-84.7783703,NA,"12502605"
"USGS-450754084464202",45.1316785,-84.7783703,NA,"12502605"
"USGS-450754084464203",45.1316785,-84.7783703,NA,"12502605"
"USGS-450754084464205",45.1316785,-84.7783703,NA,"12502605"
"USGS-450754084464206",45.1316785,-84.7783703,NA,"12502605"
"USGS-450757085144901",45.1325,-85.2469444,NA,"13055616"
"USGS-450757085144902",45.1325,-85.2469444,NA,"13055616"
"USGS-450757085144903",45.1325,-85.2469444,NA,"13055616"
"USGS-450757085144905",45.1325,-85.2469444,NA,"13055616"
"USGS-450757085144906",45.1325,-85.2469444,NA,"13055616"
"USGS-450850083393401",45.1472343,-83.6594303,NA,NA
"USGS-450854085591801",45.148317,-85.988422,NA,NA
"USGS-450943085143601",45.1619508,-85.2433989,NA,"13055608"
"USGS-450943085143602",45.1619508,-85.2433989,NA,"13055608"
"USGS-450943085143603",45.1619508,-85.2433989,NA,"13055608"
"USGS-450943085143605",45.1619508,-85.2433989,NA,"13055608"
"USGS-450943085143606",45.1619508,-85.2433989,NA,"13055608"
"USGS-450949084583901",45.1636196,-84.9775502,NA,"13054946"
"USGS-450949084583902",45.1636196,-84.9775502,NA,"13054946"
"USGS-450949084583903",45.1636196,-84.9775502,NA,"13054946"
"USGS-450949084583905",45.1636196,-84.9775502,NA,"13054946"
"USGS-450949084583906",45.1636196,-84.9775502,NA,"13054946"
"USGS-451007085141501",45.1686111,-85.2375,NA,"13055602"
"USGS-451007085141502",45.1686111,-85.2375,NA,"13055602"
"USGS-451007085141503",45.1686111,-85.2375,NA,"13055602"
"USGS-451007085141505",45.1686111,-85.2375,NA,"13055602"
"USGS-451007085141506",45.1686111,-85.2375,NA,"13055602"
"USGS-451035084312201",45.1764022,-84.5228037,NA,"12502533"
"USGS-451035084312202",45.1764022,-84.5228037,NA,"12502533"
"USGS-451035084312203",45.1764022,-84.5228037,NA,"12502533"
"USGS-451035084312205",45.1764022,-84.5228037,NA,"12502533"
"USGS-451035084312206",45.1764022,-84.5228037,NA,"12502533"
"USGS-451049084463301",45.1802893,-84.7758707,NA,NA
"USGS-451131084464401",45.1919558,-84.7789266,NA,"12502511"
"USGS-451131084464402",45.1919558,-84.7789266,NA,"12502511"
"USGS-451131084464403",45.1919558,-84.7789266,NA,"12502511"
"USGS-451131084464405",45.1919558,-84.7789266,NA,"12502511"
"USGS-451131084464406",45.1919558,-84.7789266,NA,"12502511"
"USGS-451132084450401",45.192234,-84.751147,NA,"12502511"
"USGS-451132084450402",45.192234,-84.751147,NA,"12502511"
"USGS-451132084450403",45.192234,-84.751147,NA,"12502511"
"USGS-451132084450405",45.192234,-84.751147,NA,"12502511"
"USGS-451132084450406",45.192234,-84.751147,NA,"12502511"
"USGS-451136084454501",45.1933449,-84.7625366,NA,"12502511"
"USGS-451136084454502",45.1933449,-84.7625366,NA,"12502511"
"USGS-451136084454503",45.1933449,-84.7625366,NA,"12502511"
"USGS-451136084454505",45.1933449,-84.7625366,NA,"12502511"
"USGS-451136084454506",45.1933449,-84.7625366,NA,"12502511"
"USGS-451154087361601",45.1983145,-87.6045539,NA,"120055364"
"USGS-451237083432301",45.21029,-83.7230452,NA,"12960017"
"USGS-451237083432302",45.21029,-83.7230452,NA,"12960017"
"USGS-451237083432303",45.21029,-83.7230452,NA,"12960017"
"USGS-451237083432305",45.21029,-83.7230452,NA,"12960017"
"USGS-451237083432306",45.21029,-83.7230452,NA,"12960017"
"USGS-451254087364101",45.2149804,-87.6114988,NA,NA
"USGS-451303083290201",45.217514,-83.4838682,NA,"12200632"
"USGS-451303083290202",45.217514,-83.4838682,NA,"12200632"
"USGS-451303083290203",45.217514,-83.4838682,NA,"12200632"
"USGS-451303083290205",45.217514,-83.4838682,NA,"12200632"
"USGS-451303083290206",45.217514,-83.4838682,NA,"12200632"
"USGS-451304084135101",45.2177899,-84.2308439,NA,NA
"USGS-451304084232901",45.2205688,-84.3914086,NA,NA
"USGS-451346084094801",45.2294564,-84.1633416,NA,"12497930"
"USGS-451346084094802",45.2294564,-84.1633416,NA,"12497930"
"USGS-451346084094803",45.2294564,-84.1633416,NA,"12497930"
"USGS-451346084094805",45.2294564,-84.1633416,NA,"12497930"
"USGS-451346084094806",45.2294564,-84.1633416,NA,"12497930"
"USGS-451432084102801",45.2422344,-84.1744533,NA,"12497894"
"USGS-451432084102802",45.2422344,-84.1744533,NA,"12497894"
"USGS-451432084102803",45.2422344,-84.1744533,NA,"12497894"
"USGS-451432084102805",45.2422344,-84.1744533,NA,"12497894"
"USGS-451432084102806",45.2422344,-84.1744533,NA,"12497894"
"USGS-451519083565801",45.2552893,-83.9494447,NA,"12200598"
"USGS-451519083565802",45.2552893,-83.9494447,NA,"12200598"
"USGS-451519083565803",45.2552893,-83.9494447,NA,"12200598"
"USGS-451519083565805",45.2552893,-83.9494447,NA,"12200598"
"USGS-451519083565806",45.2552893,-83.9494447,NA,"12200598"
"USGS-451531083593501",45.2586111,-83.9930556,NA,"12200600"
"USGS-451531083593502",45.2586111,-83.9930556,NA,"12200600"
"USGS-451531083593503",45.2586111,-83.9930556,NA,"12200600"
"USGS-451531083593505",45.2586111,-83.9930556,NA,"12200600"
"USGS-451531083593506",45.2586111,-83.9930556,NA,"12200600"
"USGS-451540084560301",45.2611206,-84.9342152,NA,NA
"USGS-451549085062201",45.2636195,-85.1061698,NA,NA
"USGS-451549085062202",45.2636195,-85.1061698,NA,NA
"USGS-451549085062203",45.2636195,-85.1061698,NA,NA
"USGS-451549085062205",45.2636195,-85.1061698,NA,NA
"USGS-451549085062206",45.2636195,-85.1061698,NA,NA
"USGS-451600084573601",45.2666667,-84.96,NA,"167671349"
"USGS-451600084573602",45.2666667,-84.96,NA,"167671349"
"USGS-451600084573603",45.2666667,-84.96,NA,"167671349"
"USGS-451600084573605",45.2666667,-84.96,NA,"167671349"
"USGS-451600084573606",45.2666667,-84.96,NA,"167671349"
"USGS-451610084375801",45.2694571,-84.6328104,NA,"12502401"
"USGS-451610084375802",45.2694571,-84.6328104,NA,"12502401"
"USGS-451610084375803",45.2694571,-84.6328104,NA,"12502401"
"USGS-451610084375805",45.2694571,-84.6328104,NA,"12502401"
"USGS-451610084375806",45.2694571,-84.6328104,NA,"12502401"
"USGS-451634083441801",45.2761238,-83.7383247,NA,NA
"USGS-451700084454801",45.2833445,-84.7633717,NA,NA
"USGS-451702083291101",45.2839036,-83.4863695,NA,"12200548"
"USGS-451702083291102",45.2839036,-83.4863695,NA,"12200548"
"USGS-451702083291103",45.2839036,-83.4863695,NA,"12200548"
"USGS-451702083291105",45.2839036,-83.4863695,NA,"12200548"
"USGS-451702083291106",45.2839036,-83.4863695,NA,"12200548"
"USGS-451711085110501",45.2863969,-85.1847853,NA,NA
"USGS-451711085110502",45.2863969,-85.1847853,NA,NA
"USGS-451711085110503",45.2863969,-85.1847853,NA,NA
"USGS-451711085110505",45.2863969,-85.1847853,NA,NA
"USGS-451711085110506",45.2863969,-85.1847853,NA,NA
"USGS-451728083591301",45.2911227,-83.9869468,NA,"120053604"
"USGS-451728083591302",45.2911227,-83.9869468,NA,"120053604"
"USGS-451728083591303",45.2911227,-83.9869468,NA,"120053604"
"USGS-451728083591305",45.2911227,-83.9869468,NA,"120053604"
"USGS-451728083591306",45.2911227,-83.9869468,NA,"120053604"
"USGS-451733083575801",45.2925117,-83.9661126,NA,"12200568"
"USGS-451733083575802",45.2925117,-83.9661126,NA,"12200568"
"USGS-451733083575803",45.2925117,-83.9661126,NA,"12200568"
"USGS-451733083575805",45.2925117,-83.9661126,NA,"12200568"
"USGS-451733083575806",45.2925117,-83.9661126,NA,"12200568"
"USGS-451755083310101",45.2986257,-83.5169266,NA,"12200548"
"USGS-451755083310102",45.2986257,-83.5169266,NA,"12200548"
"USGS-451755083310103",45.2986257,-83.5169266,NA,"12200548"
"USGS-451755083310105",45.2986257,-83.5169266,NA,"12200548"
"USGS-451755083310106",45.2986257,-83.5169266,NA,"12200548"
"USGS-451801083595201",45.3002894,-83.9977807,NA,"120053604"
"USGS-451801083595202",45.3002894,-83.9977807,NA,"120053604"
"USGS-451801083595203",45.3002894,-83.9977807,NA,"120053604"
"USGS-451801083595205",45.3002894,-83.9977807,NA,"120053604"
"USGS-451801083595206",45.3002894,-83.9977807,NA,"120053604"
"USGS-451845083335001",45.3125144,-83.5638734,NA,NA
"USGS-451906083281001",45.3183333,-83.4694444,NA,"12200558"
"USGS-451906083281002",45.3183333,-83.4694444,NA,"12200558"
"USGS-451906083281003",45.3183333,-83.4694444,NA,"12200558"
"USGS-451906083281005",45.3183333,-83.4694444,NA,"12200558"
"USGS-451906083281006",45.3183333,-83.4694444,NA,"12200558"
"USGS-451909085110501",45.3191667,-85.1847222,NA,"13055534"
"USGS-451909085110502",45.3191667,-85.1847222,NA,"13055534"
"USGS-451909085110503",45.3191667,-85.1847222,NA,"13055534"
"USGS-451909085110505",45.3191667,-85.1847222,NA,"13055534"
"USGS-451909085110506",45.3191667,-85.1847222,NA,"13055534"
"USGS-451936085021501",45.3266667,-85.0375,NA,"167671349"
"USGS-451936085021502",45.3266667,-85.0375,NA,"167671349"
"USGS-451936085021503",45.3266667,-85.0375,NA,"167671349"
"USGS-451936085021505",45.3266667,-85.0375,NA,"167671349"
"USGS-451936085021506",45.3266667,-85.0375,NA,"167671349"
"USGS-452143084231001",45.3619569,-84.3861346,NA,NA
"USGS-452346084461001",45.3961223,-84.7694868,NA,"12502183"
"USGS-452346084461002",45.3961223,-84.7694868,NA,"12502183"
"USGS-452346084461003",45.3961223,-84.7694868,NA,"12502183"
"USGS-452346084461005",45.3961223,-84.7694868,NA,"12502183"
"USGS-452346084461006",45.3961223,-84.7694868,NA,"12502183"
"USGS-452407087213601",45.401922,-87.3601183,NA,NA
"USGS-452418084532501",45.4050101,-84.8903268,NA,"12502223"
"USGS-452418084532502",45.4050101,-84.8903268,NA,"12502223"
"USGS-452418084532503",45.4050101,-84.8903268,NA,"12502223"
"USGS-452418084532505",45.4050101,-84.8903268,NA,"12502223"
"USGS-452418084532506",45.4050101,-84.8903268,NA,"12502223"
"USGS-452453084500401",45.4147329,-84.8344908,NA,"12502183"
"USGS-452453084500402",45.4147329,-84.8344908,NA,"12502183"
"USGS-452453084500403",45.4147329,-84.8344908,NA,"12502183"
"USGS-452453084500405",45.4147329,-84.8344908,NA,"12502183"
